#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.4671e-08 -3.587e-11 3.31203e-10 8.625 8.875 49850
9.00 1.46173e-08 9.2804e-11 1.41857e-10 8.875 9.125 89917
9.25 0.000100672 1.61103e-05 2.09106e-05 9.125 9.375 412205
9.50 8.83836e-05 1.51317e-05 1.69194e-05 9.375 9.625 1.59297e+06
9.75 6.38426e-05 1.44072e-05 1.38609e-05 9.625 9.875 3.73475e+06
10.00 9.17526e-05 4.93761e-05 3.58168e-05 9.875 10.125 4.14263e+06
10.25 0.00063008 0.000443636 0.000376975 10.125 10.375 2.82652e+06
10.50 0.00325174 0.00188585 0.00187754 10.375 10.625 1.76045e+06
10.75 0.00660589 0.00390039 0.00362214 10.625 10.875 1.08787e+06
11.00 0.00988434 0.00600868 0.00505574 10.875 11.125 628585
11.25 0.0123013 0.00545675 0.00593213 11.125 11.375 353481
11.50 0.0126787 0.00436512 0.00553968 11.375 11.625 198740
11.75 0.012281 0.00259659 0.00501866 11.625 11.875 110642
12.00 0.0135549 0.00165044 0.00474606 11.875 12.125 61196
12.25 0.0245252 0.00284488 0.00806664 12.125 12.375 32847
12.50 0.0511511 0.00718459 0.016316 12.375 12.625 17409
12.75 0.0982436 0.017311 0.0321128 12.625 12.875 8781
13.00 0.158086 0.0286863 0.0513663 12.875 13.125 4295
13.25 0.217731 0.0460471 0.0640586 13.125 13.375 1952
13.50 0.288843 0.0567122 0.0934159 13.375 13.625 823
13.75 0.394115 0.0716594 0.129332 13.625 13.875 294
14.00 0.485994 0.0876556 0.143571 13.875 14.125 90
14.25 0.600049 0.118267 0.135545 14.125 14.375 15
14.50 0.517357 0.198333 0.187324 14.375 14.625 1
14.75 0.36744 0.371422 0.239152 14.625 14.875 1
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
