#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.76455e-06 5.40414e-07 4.74127e-07 8.625 8.875 29559
9.00 3.29834e-06 6.21153e-08 4.90305e-07 8.875 9.125 53105
9.25 0.000104106 1.51954e-05 3.2838e-05 9.125 9.375 252417
9.50 8.72598e-05 1.45039e-05 1.29027e-05 9.375 9.625 1.01912e+06
9.75 4.90357e-05 1.50263e-05 1.05144e-05 9.625 9.875 2.87274e+06
10.00 7.17368e-05 4.06581e-05 2.89673e-05 9.875 10.125 3.83373e+06
10.25 0.000654984 0.00049142 0.000388789 10.125 10.375 2.71621e+06
10.50 0.00371253 0.00214169 0.00193689 10.375 10.625 1.70029e+06
10.75 0.00767301 0.00451373 0.00404901 10.625 10.875 1.05586e+06
11.00 0.0119455 0.00636635 0.00651173 10.875 11.125 638381
11.25 0.0144777 0.0056764 0.00727518 11.125 11.375 368397
11.50 0.0130672 0.00316886 0.00563826 11.375 11.625 212777
11.75 0.0120119 0.00248383 0.0042587 11.625 11.875 122485
12.00 0.01648 0.00167641 0.00510105 11.875 12.125 69907
12.25 0.0364718 0.00306156 0.0102335 12.125 12.375 39554
12.50 0.0840086 0.00787386 0.0228989 12.375 12.625 22031
12.75 0.157543 0.0181387 0.0436959 12.625 12.875 12014
13.00 0.245799 0.0317714 0.061025 12.875 13.125 6369
13.25 0.334008 0.0387133 0.0850249 13.125 13.375 3264
13.50 0.404809 0.0580727 0.0966752 13.375 13.625 1570
13.75 0.473111 0.0711702 0.118486 13.625 13.875 718
14.00 0.580056 0.0721251 0.14084 13.875 14.125 287
14.25 0.650662 0.0764188 0.145601 14.125 14.375 104
14.50 0.737025 0.0741246 0.173045 14.375 14.625 17
14.75 0.817395 0.0505309 0.15675 14.625 14.875 4
15.00 0.85288 0.0622585 0.0486144 14.875 15.125 1
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
