#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.43005e-08 2.63958e-10 -1.93143e-11 8.625 8.875 101841
9.00 1.98336e-06 1.17787e-07 5.71239e-07 8.875 9.125 172634
9.25 7.66642e-05 1.65778e-05 2.27352e-05 9.125 9.375 695870
9.50 9.26338e-05 1.98771e-05 1.67559e-05 9.375 9.625 2.32734e+06
9.75 8.46044e-05 1.97633e-05 1.67704e-05 9.625 9.875 4.52386e+06
10.00 0.0001363 6.23828e-05 4.68353e-05 9.875 10.125 4.12472e+06
10.25 0.000658469 0.000430001 0.00039119 10.125 10.375 2.72145e+06
10.50 0.00285664 0.00181436 0.00176664 10.375 10.625 1.69996e+06
10.75 0.00562786 0.00332875 0.00320369 10.625 10.875 1.0166e+06
11.00 0.00762712 0.00441118 0.00375233 10.875 11.125 560158
11.25 0.00933703 0.00435014 0.00426297 11.125 11.375 304782
11.50 0.0107569 0.00451683 0.00472701 11.375 11.625 164051
11.75 0.0122913 0.00331258 0.00543543 11.625 11.875 87235
12.00 0.0138335 0.00301012 0.00565591 11.875 12.125 45061
12.25 0.0183914 0.00355965 0.00674145 12.125 12.375 22543
12.50 0.0323788 0.00732459 0.0116611 12.375 12.625 10787
12.75 0.059206 0.0153607 0.0221968 12.625 12.875 4893
13.00 0.0922254 0.0249461 0.0347526 12.875 13.125 2015
13.25 0.140096 0.0390495 0.0533078 13.125 13.375 759
13.50 0.222812 0.0635232 0.0844018 13.375 13.625 249
13.75 0.252331 0.0808252 0.114922 13.625 13.875 61
14.00 0.466563 0.0499912 0.130373 13.875 14.125 6
14.25 0.0508169 0.0436152 0.0411556 14.125 14.375 1
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
