#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.48255e-08 -1.25959e-10 4.57506e-10 8.625 8.875 41169
9.00 1.45596e-08 2.3159e-10 5.30722e-11 8.875 9.125 74123
9.25 9.57004e-05 1.94878e-05 2.80803e-05 9.125 9.375 349922
9.50 8.36029e-05 1.57231e-05 1.47229e-05 9.375 9.625 1.40406e+06
9.75 6.34862e-05 1.56821e-05 1.38703e-05 9.625 9.875 3.48661e+06
10.00 8.25535e-05 4.33658e-05 3.44002e-05 9.875 10.125 4.07835e+06
10.25 0.000642533 0.000477405 0.000383604 10.125 10.375 2.81268e+06
10.50 0.00340218 0.00199041 0.00191034 10.375 10.625 1.75193e+06
10.75 0.0069082 0.00416267 0.00368757 10.625 10.875 1.0854e+06
11.00 0.0105571 0.00602412 0.00548712 10.875 11.125 636550
11.25 0.0130617 0.00548595 0.0063289 11.125 11.375 360689
11.50 0.0129415 0.00407625 0.00571267 11.375 11.625 204946
11.75 0.0120234 0.00236644 0.00469374 11.625 11.875 115287
12.00 0.0137848 0.00143427 0.0046438 11.875 12.125 64470
12.25 0.0268411 0.00294933 0.00861962 12.125 12.375 35219
12.50 0.0603413 0.00752036 0.0183349 12.375 12.625 19058
12.75 0.11504 0.018268 0.0362524 12.625 12.875 9869
13.00 0.179909 0.0297799 0.0543745 12.875 13.125 4930
13.25 0.255372 0.0471683 0.0708613 13.125 13.375 2342
13.50 0.31812 0.0583538 0.0893046 13.375 13.625 1011
13.75 0.401107 0.0694241 0.1175 13.625 13.875 415
14.00 0.526592 0.0840145 0.153307 13.875 14.125 142
14.25 0.639412 0.0855223 0.178567 14.125 14.375 26
14.50 0.638697 0.152701 0.221341 14.375 14.625 2
14.75 0.645334 0.203581 0.374618 14.625 14.875 1
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
