#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.42826e-08 1.97664e-10 -4.74909e-12 8.625 8.875 163136
9.00 1.4419e-08 1.26411e-10 1.68106e-11 8.875 9.125 265933
9.25 7.64891e-05 1.95885e-05 2.06e-05 9.125 9.375 971775
9.50 0.000107613 2.31239e-05 2.15613e-05 9.375 9.625 2.90681e+06
9.75 9.86643e-05 2.1089e-05 1.69945e-05 9.625 9.875 4.84327e+06
10.00 0.000171169 7.75698e-05 5.24386e-05 9.875 10.125 3.88e+06
10.25 0.00070686 0.000500716 0.000423592 10.125 10.375 2.44721e+06
10.50 0.00270273 0.00193806 0.00167707 10.375 10.625 1.50077e+06
10.75 0.00481764 0.00315279 0.00276049 10.625 10.875 848360
11.00 0.00592177 0.00352412 0.00297589 10.875 11.125 451778
11.25 0.00701862 0.00388159 0.00329951 11.125 11.375 235788
11.50 0.00852255 0.00411154 0.00397092 11.375 11.625 119873
11.75 0.0105696 0.00394852 0.00477571 11.625 11.875 59486
12.00 0.0127958 0.00361295 0.00543081 11.875 12.125 28523
12.25 0.0164869 0.00382706 0.00650195 12.125 12.375 12730
12.50 0.0241544 0.00625923 0.00943826 12.375 12.625 5436
12.75 0.0344123 0.0130226 0.0127404 12.625 12.875 2055
13.00 0.0662917 0.0224095 0.0262371 12.875 13.125 698
13.25 0.103044 0.0380973 0.038903 13.125 13.375 201
13.50 0.101881 0.0619192 0.051675 13.375 13.625 43
13.75 0.435813 0.0826707 0.158609 13.625 13.875 3
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
