#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.40951e-08 2.19341e-10 -7.7689e-11 8.625 8.875 230167
9.00 2.08906e-06 2.36165e-06 1.41054e-07 8.875 9.125 370070
9.25 7.8033e-05 2.14365e-05 1.93774e-05 9.125 9.375 1.25035e+06
9.50 0.00011267 2.27623e-05 2.76972e-05 9.375 9.625 3.37332e+06
9.75 0.000107118 1.65829e-05 1.79835e-05 9.625 9.875 4.39954e+06
10.00 0.000173956 6.99319e-05 5.44813e-05 9.875 10.125 3.24494e+06
10.25 0.000730622 0.000564469 0.000423333 10.125 10.375 1.89095e+06
10.50 0.00223258 0.00177351 0.00135471 10.375 10.625 1.04605e+06
10.75 0.00372245 0.00260997 0.00212738 10.625 10.875 536182
11.00 0.00421457 0.00260178 0.00211993 10.875 11.125 267652
11.25 0.00464628 0.00263532 0.00230063 11.125 11.375 126845
11.50 0.00595928 0.0030418 0.00289635 11.375 11.625 57787
11.75 0.00762395 0.00329269 0.00375167 11.625 11.875 24663
12.00 0.00995303 0.00367555 0.00447016 11.875 12.125 10074
12.25 0.0124812 0.00388147 0.00549146 12.125 12.375 3646
12.50 0.0195543 0.00766838 0.00795543 12.375 12.625 1167
12.75 0.0230239 0.0155899 0.00975342 12.625 12.875 295
13.00 0.0523419 0.0164262 0.0204394 12.875 13.125 71
13.25 0.109385 0.0532646 0.084713 13.125 13.375 9
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
