#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.43151e-08 7.95852e-11 8.8594e-11 8.625 8.875 198470
9.00 3.84835e-06 7.67077e-08 2.85057e-07 8.875 9.125 317324
9.25 7.77306e-05 1.90203e-05 1.84558e-05 9.125 9.375 1.10995e+06
9.50 0.000110753 2.21349e-05 2.12723e-05 9.375 9.625 3.19914e+06
9.75 0.000101569 2.16354e-05 1.7056e-05 9.625 9.875 4.77747e+06
10.00 0.000181629 6.79768e-05 6.22961e-05 9.875 10.125 3.63071e+06
10.25 0.000747509 0.000567803 0.000434396 10.125 10.375 2.20651e+06
10.50 0.00257223 0.00192762 0.00157132 10.375 10.625 1.2979e+06
10.75 0.00427372 0.00295275 0.00241751 10.625 10.875 699285
11.00 0.00502903 0.00326886 0.00249517 10.875 11.125 361944
11.25 0.00570259 0.00336137 0.00273366 11.125 11.375 181848
11.50 0.00709445 0.00354336 0.00339956 11.375 11.625 87656
11.75 0.0091525 0.00341458 0.00432311 11.625 11.875 40890
12.00 0.0114933 0.00368045 0.00493425 11.875 12.125 18147
12.25 0.014108 0.00452094 0.00582526 12.125 12.375 7482
12.50 0.0195507 0.00674996 0.00791212 12.375 12.625 2827
12.75 0.0315536 0.0121717 0.0123802 12.625 12.875 888
13.00 0.04595 0.0205358 0.0198895 12.875 13.125 279
13.25 0.0685362 0.0473561 0.0292459 13.125 13.375 53
13.50 0.262684 0.0436692 0.140925 13.375 13.625 8
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
