#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.46495e-08 -4.11937e-12 3.43336e-10 8.625 8.875 43401
9.00 1.44069e-08 3.03238e-10 -7.08571e-11 8.875 9.125 78231
9.25 9.50708e-05 1.95922e-05 2.67727e-05 9.125 9.375 366001
9.50 9.2063e-05 1.59227e-05 1.7935e-05 9.375 9.625 1.45514e+06
9.75 6.34797e-05 1.72411e-05 1.37923e-05 9.625 9.875 3.55505e+06
10.00 8.2901e-05 4.48581e-05 3.45254e-05 9.875 10.125 4.09858e+06
10.25 0.000645043 0.0004696 0.000386109 10.125 10.375 2.81718e+06
10.50 0.0033705 0.00195626 0.00190973 10.375 10.625 1.7551e+06
10.75 0.00681541 0.00408549 0.00366752 10.625 10.875 1.08703e+06
11.00 0.010396 0.00602599 0.00537043 10.875 11.125 634868
11.25 0.0128554 0.00554908 0.00618804 11.125 11.375 358797
11.50 0.0129137 0.00400184 0.00568815 11.375 11.625 203614
11.75 0.0120528 0.00250421 0.00473477 11.625 11.875 114068
12.00 0.0137502 0.0013918 0.00471842 11.875 12.125 63721
12.25 0.0261473 0.00298847 0.00834695 12.125 12.375 34490
12.50 0.0577446 0.00760501 0.0175355 12.375 12.625 18588
12.75 0.109773 0.0182182 0.0352725 12.625 12.875 9599
13.00 0.17314 0.0298672 0.0539322 12.875 13.125 4769
13.25 0.248607 0.045136 0.0710331 13.125 13.375 2224
13.50 0.307266 0.0573547 0.087679 13.375 13.625 952
13.75 0.397008 0.0689332 0.118524 13.625 13.875 381
14.00 0.509712 0.0868142 0.150924 13.875 14.125 129
14.25 0.624735 0.0871362 0.180926 14.125 14.375 24
14.50 0.615287 0.164145 0.207541 14.375 14.625 2
14.75 0.482122 0.351607 0.220991 14.625 14.875 1
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
