#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.44625e-08 2.44722e-10 1.17386e-10 8.625 8.875 29958
9.00 1.4656e-08 1.41679e-10 1.42786e-10 8.875 9.125 53850
9.25 9.87663e-05 1.60927e-05 2.73749e-05 9.125 9.375 257139
9.50 8.4513e-05 1.36462e-05 1.0516e-05 9.375 9.625 1.04614e+06
9.75 4.96113e-05 1.40616e-05 1.14871e-05 9.625 9.875 2.93008e+06
10.00 7.35993e-05 3.83213e-05 2.98269e-05 9.875 10.125 3.86066e+06
10.25 0.000647806 0.000486646 0.000385312 10.125 10.375 2.72691e+06
10.50 0.00368531 0.00215851 0.00193911 10.375 10.625 1.70595e+06
10.75 0.00763057 0.00444489 0.00402051 10.625 10.875 1.05949e+06
11.00 0.011856 0.0063617 0.00645937 10.875 11.125 639138
11.25 0.014365 0.00568033 0.00719111 11.125 11.375 368388
11.50 0.0130056 0.00321481 0.00568605 11.375 11.625 212289
11.75 0.0119696 0.00237905 0.00425803 11.625 11.875 122111
12.00 0.0161013 0.00166301 0.00504878 11.875 12.125 69482
12.25 0.0357111 0.0030353 0.0101571 12.125 12.375 39293
12.50 0.0816862 0.00790276 0.0228635 12.375 12.625 21789
12.75 0.153154 0.0179323 0.0432004 12.625 12.875 11881
13.00 0.241772 0.0318798 0.060188 12.875 13.125 6224
13.25 0.32645 0.0400181 0.084655 13.125 13.375 3172
13.50 0.398448 0.0561786 0.0970953 13.375 13.625 1535
13.75 0.466583 0.0686453 0.119037 13.625 13.875 696
14.00 0.573626 0.0779049 0.138339 13.875 14.125 269
14.25 0.635093 0.0811518 0.142199 14.125 14.375 95
14.50 0.729087 0.0710285 0.186991 14.375 14.625 16
14.75 0.848414 0.0647706 0.102651 14.625 14.875 3
15.00 0.852879 0.0622337 0.0485289 14.875 15.125 1
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
