#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.43346e-08 1.70924e-10 1.48432e-11 8.625 8.875 132514
9.00 1.45532e-08 2.1636e-11 1.31171e-10 8.875 9.125 220387
9.25 8.86814e-05 1.8234e-05 1.64467e-05 9.125 9.375 841574
9.50 9.64456e-05 2.30428e-05 1.87471e-05 9.375 9.625 2.63548e+06
9.75 9.05437e-05 1.87202e-05 1.6232e-05 9.625 9.875 4.74566e+06
10.00 0.000151822 6.97359e-05 4.80131e-05 9.875 10.125 4.0196e+06
10.25 0.000674261 0.000469523 0.00039682 10.125 10.375 2.59869e+06
10.50 0.00275766 0.00187502 0.00173264 10.375 10.625 1.61698e+06
10.75 0.00518235 0.00326197 0.00293595 10.625 10.875 942121
11.00 0.00679151 0.00388867 0.00339024 10.875 11.125 510913
11.25 0.00803328 0.00402693 0.00365117 11.125 11.375 272061
11.50 0.00965117 0.00429262 0.00429253 11.375 11.625 143024
11.75 0.0117213 0.00391946 0.00517565 11.625 11.875 73704
12.00 0.0133557 0.00339292 0.00559814 11.875 12.125 36625
12.25 0.0176712 0.00364669 0.00677332 12.125 12.375 17490
12.50 0.0271719 0.00728304 0.00961337 12.375 12.625 7932
12.75 0.0445231 0.0125737 0.016672 12.625 12.875 3312
13.00 0.0761305 0.0246178 0.0303831 12.875 13.125 1242
13.25 0.108309 0.0430878 0.0414924 13.125 13.375 400
13.50 0.149749 0.063821 0.0560186 13.375 13.625 121
13.75 0.227311 0.0743769 0.116068 13.625 13.875 20
14.00 0.0597072 0.0190057 0.0297545 13.875 14.125 1
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
