#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.45869e-08 2.76064e-11 2.65216e-10 8.625 8.875 60455
9.00 1.44698e-08 2.06338e-10 -5.54223e-13 8.875 9.125 107459
9.25 9.11228e-05 2.12147e-05 2.50725e-05 9.125 9.375 477562
9.50 9.05244e-05 1.65611e-05 1.82595e-05 9.375 9.625 1.78273e+06
9.75 7.15999e-05 1.62303e-05 1.50216e-05 9.625 9.875 3.96509e+06
10.00 0.000103512 5.13801e-05 3.68672e-05 9.875 10.125 4.17596e+06
10.25 0.000625321 0.000428058 0.000383285 10.125 10.375 2.82301e+06
10.50 0.00310189 0.00181222 0.00183823 10.375 10.625 1.75975e+06
10.75 0.00635551 0.00360331 0.00353136 10.625 10.875 1.0817e+06
11.00 0.00927186 0.00559541 0.0047843 10.875 11.125 616408
11.25 0.011565 0.00533294 0.00545829 11.125 11.375 344227
11.50 0.0123286 0.00465301 0.00554424 11.375 11.625 191391
11.75 0.0125354 0.00287143 0.00521636 11.625 11.875 105643
12.00 0.0135937 0.00194688 0.00501315 11.875 12.125 57335
12.25 0.0225952 0.00277475 0.00779985 12.125 12.375 30327
12.50 0.0443174 0.00659715 0.0143794 12.375 12.625 15766
12.75 0.0862481 0.0160307 0.0296935 12.625 12.875 7791
13.00 0.137777 0.0284157 0.0460914 12.875 13.125 3633
13.25 0.195666 0.042096 0.0659024 13.125 13.375 1584
13.50 0.249136 0.0650618 0.074021 13.375 13.625 619
13.75 0.358431 0.0810532 0.1229 13.625 13.875 232
14.00 0.451604 0.0846033 0.15963 13.875 14.125 51
14.25 0.618461 0.115729 0.149472 14.125 14.375 8
14.50 0.347074 0.277071 0.242606 14.375 14.625 1
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
