#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.48932e-08 -1.10446e-10 5.67097e-10 8.625 8.875 28063
9.00 5.29915e-08 2.59945e-08 2.43846e-08 8.875 9.125 49464
9.25 0.000125752 1.93406e-05 2.20015e-05 9.125 9.375 233845
9.50 8.87595e-05 1.80398e-05 1.75129e-05 9.375 9.625 883058
9.75 4.49749e-05 1.40877e-05 8.6629e-06 9.625 9.875 2.50175e+06
10.00 6.39822e-05 3.82471e-05 3.00648e-05 9.875 10.125 3.63491e+06
10.25 0.000686695 0.000497844 0.000398073 10.125 10.375 2.63057e+06
10.50 0.00398925 0.00208255 0.00205637 10.375 10.625 1.6548e+06
10.75 0.00815688 0.00434509 0.00437244 10.625 10.875 1.02768e+06
11.00 0.0125747 0.00593122 0.00674381 10.875 11.125 629628
11.25 0.0151577 0.00543731 0.00745308 11.125 11.375 366493
11.50 0.0134657 0.00297231 0.00535389 11.375 11.625 214369
11.75 0.013432 0.00219997 0.00428764 11.625 11.875 123990
12.00 0.0197379 0.00206898 0.00550203 11.875 12.125 71752
12.25 0.0451682 0.00231418 0.0116962 12.125 12.375 41227
12.50 0.101659 0.00783277 0.0257779 12.375 12.625 23046
12.75 0.18534 0.0182108 0.0482392 12.625 12.875 12935
13.00 0.287347 0.0306576 0.0661949 12.875 13.125 7112
13.25 0.37813 0.0346138 0.0853345 13.125 13.375 3702
13.50 0.458433 0.0530657 0.0982476 13.375 13.625 1894
13.75 0.530158 0.0613248 0.119252 13.625 13.875 944
14.00 0.609419 0.0650094 0.132263 13.875 14.125 392
14.25 0.68263 0.0670472 0.139764 14.125 14.375 162
14.50 0.763276 0.0566353 0.136089 14.375 14.625 31
14.75 0.73388 0.0877576 0.150311 14.625 14.875 9
15.00 0.899726 0.0428634 0.115065 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
