#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.46038e-08 7.11822e-11 3.0769e-10 8.625 8.875 25958
9.00 1.46085e-08 1.96389e-10 1.36061e-10 8.875 9.125 46436
9.25 0.000112159 1.70038e-05 2.3345e-05 9.125 9.375 217681
9.50 0.000100819 1.55392e-05 2.50096e-05 9.375 9.625 791144
9.75 4.32451e-05 1.45375e-05 8.70771e-06 9.625 9.875 2.20227e+06
10.00 5.62855e-05 3.46615e-05 2.49423e-05 9.875 10.125 3.41542e+06
10.25 0.000752898 0.000478628 0.000446508 10.125 10.375 2.53156e+06
10.50 0.00413516 0.00212648 0.00219817 10.375 10.625 1.6015e+06
10.75 0.0086229 0.0046162 0.0047539 10.625 10.875 995146
11.00 0.0132689 0.00561694 0.00715262 10.875 11.125 613948
11.25 0.0160156 0.00449371 0.00777258 11.125 11.375 362817
11.50 0.0148026 0.00314043 0.00590103 11.375 11.625 213142
11.75 0.0159854 0.00193081 0.0049046 11.625 11.875 124823
12.00 0.0249066 0.0020836 0.00611469 11.875 12.125 72763
12.25 0.0542427 0.00308427 0.0127747 12.125 12.375 41930
12.50 0.117629 0.00708333 0.0293144 12.375 12.625 23966
12.75 0.211768 0.0152203 0.0510817 12.625 12.875 13644
13.00 0.320973 0.0298572 0.0703809 12.875 13.125 7652
13.25 0.414662 0.0342151 0.0900383 13.125 13.375 4152
13.50 0.507131 0.0478201 0.107952 13.375 13.625 2181
13.75 0.574122 0.0579662 0.121392 13.625 13.875 1094
14.00 0.648609 0.0542168 0.127932 13.875 14.125 513
14.25 0.707128 0.0597289 0.133425 14.125 14.375 225
14.50 0.785392 0.0498686 0.126191 14.375 14.625 56
14.75 0.806783 0.0425789 0.120003 14.625 14.875 24
15.00 0.891965 0.0514792 0.11246 14.875 15.125 1
15.25 0.94752 0.0167984 0.0456142 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
