#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.45909e-08 1.26819e-10 3.03459e-10 8.625 8.875 26320
9.00 1.46754e-08 7.68408e-11 2.20446e-10 8.875 9.125 47317
9.25 0.000102784 3.41705e-05 2.13974e-05 9.125 9.375 223329
9.50 9.95656e-05 1.39893e-05 2.32055e-05 9.375 9.625 822458
9.75 4.37186e-05 1.51288e-05 8.80161e-06 9.625 9.875 2.30222e+06
10.00 5.83472e-05 3.37139e-05 2.51767e-05 9.875 10.125 3.50382e+06
10.25 0.000730928 0.00050774 0.000429102 10.125 10.375 2.57044e+06
10.50 0.00406349 0.00211919 0.0021306 10.375 10.625 1.62235e+06
10.75 0.00844289 0.00451001 0.00461543 10.625 10.875 1.00844e+06
11.00 0.012955 0.00596789 0.00692671 10.875 11.125 620146
11.25 0.0156093 0.00500841 0.00758305 11.125 11.375 364543
11.50 0.0141948 0.00309023 0.00560316 11.375 11.625 213685
11.75 0.0148906 0.00192114 0.00455403 11.625 11.875 124658
12.00 0.022747 0.00214 0.00602253 11.875 12.125 72512
12.25 0.05065 0.00301155 0.0123088 12.125 12.375 41707
12.50 0.112429 0.00700583 0.027647 12.375 12.625 23632
12.75 0.202647 0.016452 0.050255 12.625 12.875 13490
13.00 0.309518 0.0294026 0.0686013 12.875 13.125 7414
13.25 0.400179 0.0339526 0.0893025 13.125 13.375 4025
13.50 0.487176 0.0509461 0.105911 13.375 13.625 2069
13.75 0.55298 0.0601426 0.11951 13.625 13.875 1045
14.00 0.636857 0.0570672 0.124237 13.875 14.125 468
14.25 0.687307 0.062821 0.131541 14.125 14.375 205
14.50 0.772121 0.0609979 0.132127 14.375 14.625 47
14.75 0.814301 0.0523483 0.127571 14.625 14.875 16
15.00 0.916689 0.0327731 0.0825005 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
