#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.42098e-08 5.54701e-10 -1.05167e-10 8.625 8.875 28905
9.00 2.52003e-06 1.33145e-05 2.77014e-07 8.875 9.125 52014
9.25 0.000108476 1.96418e-05 3.26624e-05 9.125 9.375 247903
9.50 8.52141e-05 1.44273e-05 1.47508e-05 9.375 9.625 982997
9.75 4.75764e-05 1.53344e-05 1.03794e-05 9.625 9.875 2.79078e+06
10.00 6.8848e-05 4.18758e-05 2.85612e-05 9.875 10.125 3.79165e+06
10.25 0.000671135 0.000487381 0.000397479 10.125 10.375 2.69975e+06
10.50 0.00376499 0.00219167 0.00195751 10.375 10.625 1.69133e+06
10.75 0.00776149 0.0046211 0.00408122 10.625 10.875 1.05032e+06
11.00 0.0120513 0.00630352 0.0065737 10.875 11.125 637146
11.25 0.0147046 0.00560134 0.00740778 11.125 11.375 368073
11.50 0.0130807 0.00317557 0.00553693 11.375 11.625 213243
11.75 0.0121853 0.00235696 0.00428262 11.625 11.875 123062
12.00 0.0170316 0.00168226 0.0052349 11.875 12.125 70323
12.25 0.0385968 0.00284913 0.0106756 12.125 12.375 39979
12.50 0.087521 0.00725129 0.0236016 12.375 12.625 22271
12.75 0.164333 0.0183217 0.0451039 12.625 12.875 12226
13.00 0.255379 0.0305973 0.0628823 12.875 13.125 6558
13.25 0.343852 0.0366365 0.0835994 13.125 13.375 3374
13.50 0.420281 0.0571262 0.10095 13.375 13.625 1637
13.75 0.488167 0.069483 0.119146 13.625 13.875 767
14.00 0.587455 0.0680555 0.137201 13.875 14.125 307
14.25 0.655683 0.0802756 0.143276 14.125 14.375 110
14.50 0.721224 0.0694978 0.162018 14.375 14.625 23
14.75 0.831135 0.0519106 0.133464 14.625 14.875 3
15.00 0.858138 0.0546415 0.108631 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
