#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.43291e-08 -4.65219e-11 1.86922e-10 8.625 8.875 285712
9.00 9.70689e-07 5.59832e-07 2.73415e-07 8.875 9.125 456879
9.25 5.50612e-05 1.87194e-05 2.12449e-05 9.125 9.375 1.38646e+06
9.50 0.000105453 2.06087e-05 2.62624e-05 9.375 9.625 3.08653e+06
9.75 9.89449e-05 1.50466e-05 1.60947e-05 9.625 9.875 3.44251e+06
10.00 0.000149254 5.72246e-05 4.85513e-05 9.875 10.125 2.38146e+06
10.25 0.00059202 0.000425075 0.000327696 10.125 10.375 1.30948e+06
10.50 0.00159577 0.00120409 0.000930082 10.375 10.625 658429
10.75 0.00283508 0.00190821 0.00148897 10.625 10.875 314234
11.00 0.00320149 0.00196214 0.00164654 10.875 11.125 144846
11.25 0.00348997 0.00192976 0.00175174 11.125 11.375 62001
11.50 0.00454375 0.00218323 0.00227798 11.375 11.625 24878
11.75 0.00603495 0.00256693 0.00294243 11.625 11.875 9269
12.00 0.00768232 0.0032778 0.00382978 11.875 12.125 2972
12.25 0.0106466 0.00466653 0.0052711 12.125 12.375 822
12.50 0.0171391 0.00861818 0.00831581 12.375 12.625 213
12.75 0.0336613 0.00941195 0.0204563 12.625 12.875 43
13.00 0.0565418 0.0679413 0.0439374 12.875 13.125 4
13.25 0 0 0 13.125 13.375 0
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
