#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.41833e-08 9.01785e-11 6.36975e-11 8.625 8.875 249844
9.00 3.15236e-06 1.77263e-07 4.42114e-07 8.875 9.125 400638
9.25 6.55443e-05 1.84689e-05 2.05537e-05 9.125 9.375 1.30367e+06
9.50 0.000107631 2.17374e-05 2.63119e-05 9.375 9.625 3.34557e+06
9.75 0.000108063 1.52655e-05 1.83481e-05 9.625 9.875 4.20392e+06
10.00 0.000171531 7.30469e-05 5.66532e-05 9.875 10.125 3.02583e+06
10.25 0.000721769 0.000554152 0.000409102 10.125 10.375 1.74542e+06
10.50 0.00208633 0.00167775 0.00126297 10.375 10.625 943233
10.75 0.00347101 0.00238534 0.00194135 10.625 10.875 475537
11.00 0.00398039 0.00238235 0.00202928 10.875 11.125 232762
11.25 0.00430665 0.00256497 0.00215426 11.125 11.375 107878
11.50 0.00551086 0.0027866 0.0027956 11.375 11.625 47499
11.75 0.00737185 0.00328808 0.00349228 11.625 11.875 19898
12.00 0.00928114 0.00336395 0.00432421 11.875 12.125 7586
12.25 0.0107551 0.00406903 0.00499481 12.125 12.375 2645
12.50 0.0175437 0.00608874 0.00756456 12.375 12.625 748
12.75 0.0287585 0.0162239 0.0145841 12.625 12.875 196
13.00 0.039466 0.0128947 0.0217894 12.875 13.125 39
13.25 0.136757 0.0920223 0.097176 13.125 13.375 4
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
