#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.43355e-08 2.24795e-10 3.52784e-12 8.625 8.875 118257
9.00 1.87447e-07 8.13374e-08 1.35587e-08 8.875 9.125 198974
9.25 7.44076e-05 1.93752e-05 1.47662e-05 9.125 9.375 777356
9.50 0.000102065 2.10641e-05 1.89536e-05 9.375 9.625 2.50135e+06
9.75 8.50524e-05 1.84092e-05 1.57379e-05 9.625 9.875 4.6607e+06
10.00 0.000147388 6.65035e-05 4.75076e-05 9.875 10.125 4.07101e+06
10.25 0.000669815 0.000447652 0.000397357 10.125 10.375 2.65784e+06
10.50 0.00278444 0.00185111 0.00173821 10.375 10.625 1.65844e+06
10.75 0.00534031 0.00328035 0.00304064 10.625 10.875 978139
11.00 0.00710725 0.00406209 0.00351609 10.875 11.125 534182
11.25 0.00862483 0.00420756 0.00393457 11.125 11.375 287199
11.50 0.0100979 0.00425183 0.00444952 11.375 11.625 152856
11.75 0.0120942 0.00363685 0.00534123 11.625 11.875 79924
12.00 0.0135809 0.00341816 0.00573341 11.875 12.125 40386
12.25 0.0182179 0.00353931 0.0068426 12.125 12.375 19720
12.50 0.0296254 0.00701022 0.0108711 12.375 12.625 9193
12.75 0.048856 0.0138048 0.0172989 12.625 12.875 3956
13.00 0.0793005 0.0265297 0.0303468 12.875 13.125 1588
13.25 0.13369 0.0400697 0.0522631 13.125 13.375 552
13.50 0.184634 0.061838 0.0698854 13.375 13.625 163
13.75 0.254573 0.0684866 0.122481 13.625 13.875 34
14.00 0.207463 0.0432675 0.104313 13.875 14.125 4
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
