#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.44428e-08 -2.61426e-11 1.99603e-10 8.625 8.875 193802
9.00 3.52614e-06 7.13924e-08 2.77017e-07 8.875 9.125 310865
9.25 6.98072e-05 1.8362e-05 1.79306e-05 9.125 9.375 1.09262e+06
9.50 0.000110366 2.20317e-05 2.06975e-05 9.375 9.625 3.15984e+06
9.75 0.000101362 1.97097e-05 1.71324e-05 9.625 9.875 4.80331e+06
10.00 0.000182007 6.96008e-05 6.03902e-05 9.875 10.125 3.67587e+06
10.25 0.000741865 0.00055886 0.000432484 10.125 10.375 2.24514e+06
10.50 0.00258366 0.00194493 0.00157833 10.375 10.625 1.33214e+06
10.75 0.00434011 0.00299723 0.00245219 10.625 10.875 723202
11.00 0.00517797 0.0033353 0.00257404 10.875 11.125 376444
11.25 0.00590888 0.003603 0.00280143 11.125 11.375 190089
11.50 0.00732201 0.00378739 0.00346999 11.375 11.625 92632
11.75 0.00920107 0.00361157 0.00431031 11.625 11.875 43593
12.00 0.0119098 0.00369442 0.00517485 11.875 12.125 19561
12.25 0.0145071 0.00441679 0.00600315 12.125 12.375 8249
12.50 0.0200684 0.00698788 0.00796317 12.375 12.625 3181
12.75 0.0339314 0.010699 0.0138397 12.625 12.875 1000
13.00 0.0448856 0.0234302 0.0174328 12.875 13.125 332
13.25 0.0640876 0.0437252 0.0311196 13.125 13.375 63
13.50 0.246276 0.0650422 0.112156 13.375 13.625 13
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
