#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.44191e-08 1.74293e-10 8.47473e-11 8.625 8.875 74552
9.00 1.45743e-08 9.63958e-11 9.59428e-11 8.875 9.125 131705
9.25 0.000102148 1.6432e-05 2.69437e-05 9.125 9.375 559317
9.50 8.15753e-05 1.49377e-05 1.81422e-05 9.375 9.625 1.99973e+06
9.75 7.66095e-05 1.88817e-05 1.53389e-05 9.625 9.875 4.20609e+06
10.00 0.000117199 5.70271e-05 4.09267e-05 9.875 10.125 4.17784e+06
10.25 0.000633508 0.000416359 0.000383258 10.125 10.375 2.79934e+06
10.50 0.00299972 0.00181431 0.00181407 10.375 10.625 1.74666e+06
10.75 0.00602202 0.00345686 0.00338458 10.625 10.875 1.06465e+06
11.00 0.00866792 0.00504187 0.00438665 10.875 11.125 598456
11.25 0.0107084 0.00529423 0.00500799 11.125 11.375 330208
11.50 0.0117763 0.00452743 0.00518738 11.375 11.625 181911
11.75 0.0125131 0.00328958 0.00533322 11.625 11.875 99032
12.00 0.0138489 0.00242078 0.00529065 11.875 12.125 52871
12.25 0.020289 0.00336262 0.00706167 12.125 12.375 27316
12.50 0.0382177 0.00737764 0.0130742 12.375 12.625 13904
12.75 0.0736592 0.0150232 0.026563 12.625 12.875 6555
13.00 0.11731 0.0266981 0.0412056 12.875 13.125 2978
13.25 0.161561 0.0436535 0.0541716 13.125 13.375 1225
13.50 0.24348 0.0601201 0.0837047 13.375 13.625 448
13.75 0.313431 0.0791782 0.112706 13.625 13.875 139
14.00 0.46315 0.109266 0.164558 13.875 14.125 26
14.25 0.529097 0.109523 0.121321 14.125 14.375 4
14.50 0.148905 0.436065 0.069777 14.375 14.625 1
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
