#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.4182e-08 1.11492e-10 3.17479e-11 8.625 8.875 238435
9.00 1.34708e-06 1.51525e-07 1.98104e-07 8.875 9.125 386116
9.25 7.25146e-05 1.84659e-05 2.01534e-05 9.125 9.375 1.28008e+06
9.50 0.000110499 2.37022e-05 2.71685e-05 9.375 9.625 3.36362e+06
9.75 0.000110875 1.55348e-05 1.92827e-05 9.625 9.875 4.3065e+06
10.00 0.000170872 7.03292e-05 5.48932e-05 9.875 10.125 3.1382e+06
10.25 0.000738555 0.000547703 0.000419625 10.125 10.375 1.82052e+06
10.50 0.00215167 0.00174623 0.00130609 10.375 10.625 996456
10.75 0.00360636 0.002482 0.00204063 10.625 10.875 506010
11.00 0.00407303 0.00246943 0.00205851 10.875 11.125 250228
11.25 0.00445051 0.00271943 0.00219499 11.125 11.375 117437
11.50 0.00574332 0.00287582 0.00280941 11.375 11.625 52616
11.75 0.00744888 0.00318494 0.00357824 11.625 11.875 22161
12.00 0.00959925 0.00333498 0.00443153 11.875 12.125 8819
12.25 0.011964 0.0038328 0.00561448 12.125 12.375 3108
12.50 0.0175923 0.00636529 0.0074342 12.375 12.625 959
12.75 0.0233167 0.0156562 0.0109197 12.625 12.875 242
13.00 0.0501371 0.017795 0.0247953 12.875 13.125 55
13.25 0.135083 0.0536727 0.10697 13.125 13.375 7
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
