#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.45374e-08 1.36524e-10 2.40925e-10 8.625 8.875 37110
9.00 2.55764e-08 1.18663e-08 3.2577e-09 8.875 9.125 66947
9.25 9.50676e-05 1.92466e-05 1.56681e-05 9.125 9.375 321080
9.50 8.10756e-05 1.61688e-05 1.33275e-05 9.375 9.625 1.30825e+06
9.75 6.0036e-05 1.60941e-05 1.29079e-05 9.625 9.875 3.35722e+06
10.00 8.49955e-05 4.34145e-05 3.52015e-05 9.875 10.125 4.03579e+06
10.25 0.000639349 0.000474988 0.000385679 10.125 10.375 2.79706e+06
10.50 0.00350237 0.00202549 0.00193732 10.375 10.625 1.74399e+06
10.75 0.00705709 0.00404647 0.00373554 10.625 10.875 1.0817e+06
11.00 0.0109642 0.00597207 0.00575639 10.875 11.125 638574
11.25 0.0134132 0.00552679 0.00648844 11.125 11.375 363674
11.50 0.0129336 0.00397893 0.00582988 11.375 11.625 207370
11.75 0.0118658 0.00239221 0.00454875 11.625 11.875 117222
12.00 0.0142585 0.00165446 0.00468144 11.875 12.125 65907
12.25 0.0282765 0.00289637 0.00876449 12.125 12.375 36344
12.50 0.0657085 0.0075825 0.0194322 12.375 12.625 19899
12.75 0.124072 0.0186006 0.0377693 12.625 12.875 10326
13.00 0.193469 0.0316809 0.0564361 12.875 13.125 5293
13.25 0.274047 0.0456553 0.078104 13.125 13.375 2537
13.50 0.336199 0.059313 0.0912896 13.375 13.625 1165
13.75 0.410599 0.0729228 0.11332 13.625 13.875 462
14.00 0.546346 0.0735666 0.158714 13.875 14.125 178
14.25 0.596798 0.0873921 0.176417 14.125 14.375 35
14.50 0.694082 0.109635 0.166254 14.375 14.625 6
14.75 0.727533 0.117913 0.27844 14.625 14.875 2
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
