#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.4733e-08 2.49989e-10 8.18421e-11 8.625 8.875 40056
9.00 1.48157e-08 2.09836e-10 9.09912e-11 8.875 9.125 64196
9.25 0.00015721 2.80661e-05 4.14367e-05 9.125 9.375 260291
9.50 0.00010972 1.91093e-05 3.36619e-05 9.375 9.625 765692
9.75 4.03095e-05 1.33782e-05 9.89195e-06 9.625 9.875 1.93385e+06
10.00 4.61081e-05 2.96197e-05 2.28337e-05 9.875 10.125 3.01756e+06
10.25 0.000829526 0.000425608 0.000514938 10.125 10.375 2.3343e+06
10.50 0.00433853 0.00185002 0.00243151 10.375 10.625 1.49523e+06
10.75 0.00986763 0.00451781 0.00565261 10.625 10.875 930395
11.00 0.0159962 0.00481751 0.00856325 10.875 11.125 575661
11.25 0.020324 0.00365193 0.00969181 11.125 11.375 347894
11.50 0.0211554 0.00266005 0.00789098 11.375 11.625 207334
11.75 0.0248895 0.00189026 0.00701652 11.625 11.875 122912
12.00 0.0384586 0.00257385 0.00798971 11.875 12.125 72268
12.25 0.0742702 0.00342856 0.0143868 12.125 12.375 42183
12.50 0.144358 0.00759195 0.0295073 12.375 12.625 24812
12.75 0.253039 0.0144908 0.0525796 12.625 12.875 14420
13.00 0.376312 0.0234845 0.0758598 12.875 13.125 8188
13.25 0.482889 0.0296686 0.0916082 13.125 13.375 4577
13.50 0.576915 0.0367104 0.110243 13.375 13.625 2509
13.75 0.648274 0.04124 0.112972 13.625 13.875 1391
14.00 0.707359 0.0462592 0.107686 13.875 14.125 684
14.25 0.76038 0.0446845 0.117591 14.125 14.375 350
14.50 0.78976 0.0472257 0.092086 14.375 14.625 133
14.75 0.848022 0.0356224 0.0915306 14.625 14.875 60
15.00 0.823417 0.0423155 0.131905 14.875 15.125 7
15.25 0.946434 0.0193014 0.0581059 15.125 15.375 2
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
