#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.43983e-08 3.24552e-10 2.95053e-11 8.625 8.875 46464
9.00 1.46112e-08 1.86859e-10 6.52243e-11 8.875 9.125 67624
9.25 0.000172701 2.24442e-05 5.56402e-05 9.125 9.375 266320
9.50 0.000115017 1.62965e-05 2.68112e-05 9.375 9.625 776510
9.75 4.03589e-05 1.33176e-05 9.67515e-06 9.625 9.875 1.96707e+06
10.00 4.67966e-05 3.25229e-05 2.35295e-05 9.875 10.125 3.07243e+06
10.25 0.00084343 0.00041316 0.000510476 10.125 10.375 2.36829e+06
10.50 0.00437387 0.00188739 0.00241748 10.375 10.625 1.51569e+06
10.75 0.00957887 0.00436372 0.00549471 10.625 10.875 943480
11.00 0.0153897 0.00523092 0.00834021 10.875 11.125 583934
11.25 0.0193407 0.00392082 0.00913972 11.125 11.375 351743
11.50 0.0195998 0.00267943 0.00716797 11.375 11.625 208891
11.75 0.0226986 0.00190404 0.00655685 11.625 11.875 123819
12.00 0.0354898 0.00269713 0.00752382 11.875 12.125 72549
12.25 0.0701043 0.00347861 0.014312 12.125 12.375 42332
12.50 0.138251 0.00797489 0.0294062 12.375 12.625 24775
12.75 0.24496 0.0145232 0.052145 12.625 12.875 14427
13.00 0.363854 0.0258246 0.0748382 12.875 13.125 8114
13.25 0.468231 0.0338611 0.0904849 13.125 13.375 4572
13.50 0.562244 0.0385136 0.112451 13.375 13.625 2473
13.75 0.634452 0.0470478 0.112503 13.625 13.875 1325
14.00 0.701773 0.0492781 0.11489 13.875 14.125 645
14.25 0.757668 0.0470356 0.119718 14.125 14.375 324
14.50 0.780098 0.0487915 0.100987 14.375 14.625 131
14.75 0.852591 0.0415941 0.0891263 14.625 14.875 46
15.00 0.78925 0.0551185 0.155915 14.875 15.125 6
15.25 0.943568 0.0198931 0.0616493 15.125 15.375 2
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
