#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.46537e-08 5.46017e-11 3.89037e-10 8.625 8.875 26199
9.00 1.46235e-08 1.84866e-10 1.52992e-10 8.875 9.125 46751
9.25 0.000103683 2.3521e-05 1.54994e-05 9.125 9.375 220480
9.50 0.000102567 1.43628e-05 2.61785e-05 9.375 9.625 809112
9.75 4.30187e-05 1.49846e-05 8.96459e-06 9.625 9.875 2.25860e+06
10.00 5.67472e-05 3.3481e-05 2.54574e-05 9.875 10.125 3.469e+06
10.25 0.000739292 0.000480085 0.000437332 10.125 10.375 2.55483e+06
10.50 0.00410086 0.00212469 0.00215758 10.375 10.625 1.6142e+06
10.75 0.00851238 0.00455726 0.00468311 10.625 10.875 1.00295e+06
11.00 0.0130315 0.00579723 0.00698237 10.875 11.125 617861
11.25 0.0157589 0.0048058 0.00765273 11.125 11.375 363803
11.50 0.0144222 0.00306577 0.00569659 11.375 11.625 213360
11.75 0.0153633 0.00192975 0.00465567 11.625 11.875 124801
12.00 0.0236234 0.00212171 0.00606477 11.875 12.125 72590
12.25 0.052052 0.00297264 0.0125361 12.125 12.375 41826
12.50 0.114585 0.00710446 0.0283319 12.375 12.625 23759
12.75 0.206121 0.0161574 0.0505295 12.625 12.875 13616
13.00 0.313126 0.0301403 0.0691082 12.875 13.125 7487
13.25 0.407884 0.0343511 0.0898088 13.125 13.375 4079
13.50 0.495437 0.0504101 0.105819 13.375 13.625 2114
13.75 0.562501 0.0580202 0.120709 13.625 13.875 1060
14.00 0.638373 0.0561566 0.128062 13.875 14.125 492
14.25 0.69216 0.0656345 0.129026 14.125 14.375 214
14.50 0.773199 0.0579964 0.131942 14.375 14.625 48
14.75 0.814883 0.047242 0.117023 14.625 14.875 19
15.00 0.891861 0.05075 0.121283 14.875 15.125 1
15.25 0.945401 0.0175972 0.0458583 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
