#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.4372e-08 1.73628e-10 3.26574e-11 8.625 8.875 109509
9.00 2.01782e-06 1.21504e-07 5.35574e-07 8.875 9.125 185502
9.25 7.55616e-05 2.11134e-05 1.72042e-05 9.125 9.375 735893
9.50 9.6062e-05 1.8702e-05 1.81973e-05 9.375 9.625 2.41332e+06
9.75 8.46225e-05 1.93258e-05 1.65435e-05 9.625 9.875 4.59516e+06
10.00 0.000141158 6.52937e-05 4.54974e-05 9.875 10.125 4.09998e+06
10.25 0.000666342 0.000436675 0.000394262 10.125 10.375 2.69206e+06
10.50 0.00280747 0.00184713 0.00175208 10.375 10.625 1.68094e+06
10.75 0.00549529 0.00327867 0.0031276 10.625 10.875 998820
11.00 0.00739869 0.00433767 0.00364701 10.875 11.125 548143
11.25 0.00895691 0.0042704 0.00405621 11.125 11.375 296263
11.50 0.0104452 0.00439599 0.00457645 11.375 11.625 158510
11.75 0.0121562 0.0033703 0.00536527 11.625 11.875 83756
12.00 0.0139088 0.00307275 0.00584664 11.875 12.125 42809
12.25 0.0184346 0.00361202 0.00674809 12.125 12.375 21160
12.50 0.0309323 0.00715635 0.0111885 12.375 12.625 10019
12.75 0.0545898 0.0141782 0.0203205 12.625 12.875 4387
13.00 0.0844222 0.0244962 0.0324741 12.875 13.125 1813
13.25 0.133678 0.0403328 0.0516206 13.125 13.375 644
13.50 0.207451 0.0604033 0.0779509 13.375 13.625 204
13.75 0.273113 0.0725351 0.119723 13.625 13.875 48
14.00 0.371222 0.0498019 0.154583 13.875 14.125 5
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
