#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.44682e-08 2.59468e-10 1.61891e-10 8.625 8.875 26877
9.00 1.44046e-08 4.01745e-10 -3.09983e-11 8.875 9.125 48070
9.25 9.63809e-05 3.17262e-05 2.38448e-05 9.125 9.375 226850
9.50 9.38903e-05 1.49264e-05 2.08019e-05 9.375 9.625 838090
9.75 4.38688e-05 1.42677e-05 8.82716e-06 9.625 9.875 2.34935e+06
10.00 6.18151e-05 3.53041e-05 2.71203e-05 9.875 10.125 3.5384e+06
10.25 0.000718881 0.000507003 0.000418307 10.125 10.375 2.58574e+06
10.50 0.00405625 0.00210462 0.00213112 10.375 10.625 1.63084e+06
10.75 0.00838319 0.00444728 0.00452436 10.625 10.875 1.01325e+06
11.00 0.0128522 0.00609798 0.00685991 10.875 11.125 622977
11.25 0.0154883 0.00516876 0.0075153 11.125 11.375 364979
11.50 0.0139998 0.00311727 0.00547022 11.375 11.625 213829
11.75 0.0144661 0.00199624 0.00442233 11.625 11.875 124457
12.00 0.0220803 0.00211226 0.00588492 11.875 12.125 72343
12.25 0.0492143 0.0027808 0.0122252 12.125 12.375 41699
12.50 0.10976 0.00685746 0.0271773 12.375 12.625 23462
12.75 0.198586 0.0175297 0.0499612 12.625 12.875 13334
13.00 0.303707 0.0300537 0.0676558 12.875 13.125 7351
13.25 0.39397 0.0351907 0.0874527 13.125 13.375 3964
13.50 0.480606 0.0516799 0.105139 13.375 13.625 1993
13.75 0.54751 0.059744 0.118547 13.625 13.875 1031
14.00 0.627483 0.058047 0.128766 13.875 14.125 452
14.25 0.689203 0.0656135 0.131073 14.125 14.375 192
14.50 0.759716 0.0645843 0.125674 14.375 14.625 40
14.75 0.784572 0.0681302 0.138323 14.625 14.875 15
15.00 0.916815 0.0309271 0.0840194 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
