#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.4831e-08 1.70399e-10 1.24643e-10 8.625 8.875 37778
9.00 1.48671e-08 1.50749e-10 1.3722e-10 8.875 9.125 61681
9.25 0.000150467 2.95749e-05 3.91546e-05 9.125 9.375 254091
9.50 0.000104486 1.80415e-05 3.30939e-05 9.375 9.625 758659
9.75 3.93923e-05 1.39187e-05 9.74434e-06 9.625 9.875 1.92647e+06
10.00 4.60495e-05 2.82099e-05 2.23525e-05 9.875 10.125 3.00623e+06
10.25 0.000831177 0.000435841 0.000516002 10.125 10.375 2.32566e+06
10.50 0.00437455 0.00185578 0.00245851 10.375 10.625 1.48891e+06
10.75 0.00995707 0.0046489 0.00573482 10.625 10.875 926363
11.00 0.016177 0.00478109 0.00865597 10.875 11.125 573527
11.25 0.0206135 0.00378713 0.00961164 11.125 11.375 346857
11.50 0.0215575 0.00280199 0.00795257 11.375 11.625 206749
11.75 0.0253574 0.00208172 0.00703412 11.625 11.875 122573
12.00 0.0390262 0.00291914 0.00764554 11.875 12.125 72088
12.25 0.0752321 0.00388471 0.0139645 12.125 12.375 42073
12.50 0.146212 0.00836557 0.0288922 12.375 12.625 24710
12.75 0.254601 0.0156881 0.0512049 12.625 12.875 14388
13.00 0.379799 0.0255117 0.073628 12.875 13.125 8153
13.25 0.487554 0.0325336 0.089546 13.125 13.375 4564
13.50 0.581708 0.038195 0.107475 13.375 13.625 2508
13.75 0.653809 0.0409481 0.11063 13.625 13.875 1393
14.00 0.713993 0.0456111 0.106195 13.875 14.125 686
14.25 0.767096 0.0439874 0.117772 14.125 14.375 353
14.50 0.792471 0.046043 0.091296 14.375 14.625 135
14.75 0.855647 0.0329899 0.0903884 14.625 14.875 61
15.00 0.826145 0.0411538 0.133245 14.875 15.125 7
15.25 0.946373 0.0193021 0.0580727 15.125 15.375 2
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
