#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.52765e-05 3.35047e-07 9.54976e-07 8.625 8.875 28292
9.00 1.46442e-08 1.01134e-09 5.71108e-11 8.875 9.125 50096
9.25 0.000104521 2.35276e-05 2.1124e-05 9.125 9.375 238533
9.50 8.85883e-05 1.51118e-05 1.70675e-05 9.375 9.625 911156
9.75 4.71671e-05 1.4558e-05 9.31037e-06 9.625 9.875 2.59007e+06
10.00 6.53487e-05 4.24569e-05 3.08294e-05 9.875 10.125 3.68617e+06
10.25 0.000672938 0.000483391 0.000390959 10.125 10.375 2.65365e+06
10.50 0.00390468 0.0020522 0.00202622 10.375 10.625 1.66678e+06
10.75 0.00797541 0.00450485 0.00423713 10.625 10.875 1.03497e+06
11.00 0.0124134 0.00606073 0.00671149 10.875 11.125 632524
11.25 0.0149774 0.00552393 0.00742675 11.125 11.375 367179
11.50 0.0132828 0.00325296 0.00539597 11.375 11.625 214180
11.75 0.0129055 0.00231185 0.00431773 11.625 11.875 123806
12.00 0.0188698 0.00203298 0.00542016 11.875 12.125 71394
12.25 0.0430239 0.00241245 0.0112585 12.125 12.375 40902
12.50 0.0972283 0.00783403 0.0254133 12.375 12.625 22762
12.75 0.178745 0.0178423 0.0475425 12.625 12.875 12751
13.00 0.278251 0.0306863 0.0659159 12.875 13.125 6912
13.25 0.366915 0.0359289 0.0855516 13.125 13.375 3610
13.50 0.44837 0.0554342 0.102814 13.375 13.625 1817
13.75 0.51691 0.0629161 0.116288 13.625 13.875 884
14.00 0.605622 0.0670301 0.13172 13.875 14.125 366
14.25 0.678898 0.0691178 0.147426 14.125 14.375 142
14.50 0.749563 0.0575789 0.147032 14.375 14.625 32
14.75 0.760794 0.085751 0.134962 14.625 14.875 7
15.00 0.884064 0.0464866 0.11744 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
