#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.44848e-08 2.90723e-10 1.36811e-10 8.625 8.875 27883
9.00 2.58258e-08 8.34927e-09 2.745e-09 8.875 9.125 49030
9.25 0.000130911 1.68364e-05 2.83508e-05 9.125 9.375 231855
9.50 9.24859e-05 1.87051e-05 1.78813e-05 9.375 9.625 870266
9.75 4.51701e-05 1.31276e-05 9.00459e-06 9.625 9.875 2.46039e+06
10.00 6.28234e-05 3.76219e-05 2.94997e-05 9.875 10.125 3.60998e+06
10.25 0.000701385 0.000503103 0.000406799 10.125 10.375 2.61869e+06
10.50 0.00403085 0.00210909 0.00206707 10.375 10.625 1.64858e+06
10.75 0.00820885 0.0043533 0.00439235 10.625 10.875 1.02422e+06
11.00 0.0126549 0.00596236 0.00678899 10.875 11.125 627951
11.25 0.015245 0.00531451 0.00747774 11.125 11.375 366195
11.50 0.0135785 0.00302222 0.00537165 11.375 11.625 214336
11.75 0.0136749 0.00215246 0.00431122 11.625 11.875 124222
12.00 0.020312 0.002139 0.00553632 11.875 12.125 71891
12.25 0.0461151 0.00243606 0.011766 12.125 12.375 41414
12.50 0.103766 0.00737152 0.0261812 12.375 12.625 23119
12.75 0.187714 0.0179241 0.0483124 12.625 12.875 13062
13.00 0.291119 0.030851 0.067024 12.875 13.125 7182
13.25 0.3833 0.0344381 0.0860178 13.125 13.375 3777
13.50 0.467826 0.0523708 0.102434 13.375 13.625 1912
13.75 0.536968 0.0585284 0.120211 13.625 13.875 964
14.00 0.607357 0.0649809 0.133137 13.875 14.125 409
14.25 0.688494 0.0648766 0.133206 14.125 14.375 168
14.50 0.763344 0.0594141 0.138334 14.375 14.625 34
14.75 0.770741 0.0833583 0.135619 14.625 14.875 10
15.00 0.899592 0.0440111 0.0984936 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
