#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.40726e-08 6.67784e-10 -2.7006e-10 8.625 8.875 36417
9.00 1.44226e-08 4.2118e-10 -1.14775e-10 8.875 9.125 58164
9.25 0.000169253 2.06898e-05 4.27035e-05 9.125 9.375 243293
9.50 0.00011498 1.83536e-05 2.74484e-05 9.375 9.625 762083
9.75 4.30577e-05 1.37015e-05 9.9734e-06 9.625 9.875 1.99253e+06
10.00 4.79189e-05 3.21097e-05 2.2879e-05 9.875 10.125 3.12005e+06
10.25 0.000820857 0.000404691 0.000500017 10.125 10.375 2.39361e+06
10.50 0.00435489 0.00197792 0.00239119 10.375 10.625 1.53035e+06
10.75 0.00944775 0.00432481 0.00534594 10.625 10.875 952118
11.00 0.0149839 0.00552188 0.00818719 10.875 11.125 589700
11.25 0.0186093 0.00397139 0.00894772 11.125 11.375 353843
11.50 0.0185745 0.00273881 0.00671938 11.375 11.625 209865
11.75 0.0211661 0.00201665 0.00625003 11.625 11.875 124184
12.00 0.0335484 0.00276999 0.00738337 11.875 12.125 72660
12.25 0.0670941 0.0034733 0.0140539 12.125 12.375 42331
12.50 0.134188 0.00781348 0.0291984 12.375 12.625 24697
12.75 0.240082 0.0151879 0.0518844 12.625 12.875 14392
13.00 0.35656 0.0252416 0.0742537 12.875 13.125 8001
13.25 0.457711 0.0338605 0.0887224 13.125 13.375 4573
13.50 0.551763 0.0411356 0.111962 13.375 13.625 2395
13.75 0.628784 0.0495716 0.115473 13.625 13.875 1285
14.00 0.69856 0.0461715 0.118234 13.875 14.125 632
14.25 0.742814 0.0512178 0.11415 14.125 14.375 307
14.50 0.786369 0.0466698 0.102334 14.375 14.625 114
14.75 0.854119 0.0428232 0.099363 14.625 14.875 42
15.00 0.772094 0.0560214 0.156812 14.875 15.125 5
15.25 0.943506 0.0193996 0.06476 15.125 15.375 2
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
