#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.49477e-08 -1.61286e-10 6.02902e-10 8.625 8.875 31043
9.00 1.4871e-08 -5.51541e-11 3.53907e-10 8.875 9.125 51873
9.25 0.000162586 1.98748e-05 3.36015e-05 9.125 9.375 227109
9.50 0.000114801 2.178e-05 2.88554e-05 9.375 9.625 755245
9.75 4.10848e-05 1.30822e-05 9.54362e-06 9.625 9.875 2.02522e+06
10.00 5.19748e-05 3.12289e-05 2.46239e-05 9.875 10.125 3.17729e+06
10.25 0.000808411 0.000408975 0.000492439 10.125 10.375 2.42329e+06
10.50 0.00432875 0.0020287 0.00237181 10.375 10.625 1.546e+06
10.75 0.00920718 0.00450677 0.00519357 10.625 10.875 961923
11.00 0.0145343 0.00565871 0.00779148 10.875 11.125 595233
11.25 0.0178631 0.00417546 0.0086662 11.125 11.375 356238
11.50 0.0174708 0.00282642 0.00636411 11.375 11.625 210666
11.75 0.0196794 0.00197856 0.00599433 11.625 11.875 124518
12.00 0.0315074 0.00248009 0.00735492 11.875 12.125 72791
12.25 0.0641704 0.00367349 0.0138907 12.125 12.375 42256
12.50 0.129945 0.00790909 0.0292093 12.375 12.625 24575
12.75 0.233857 0.015473 0.0516213 12.625 12.875 14246
13.00 0.349541 0.0250092 0.0741755 12.875 13.125 7934
13.25 0.447163 0.0341349 0.0876064 13.125 13.375 4478
13.50 0.54282 0.0408025 0.11291 13.375 13.625 2404
13.75 0.624004 0.0490699 0.117755 13.625 13.875 1234
14.00 0.687156 0.0498624 0.117918 13.875 14.125 605
14.25 0.735066 0.0547377 0.118352 14.125 14.375 287
14.50 0.781318 0.0439312 0.103879 14.375 14.625 101
14.75 0.832537 0.0468385 0.107035 14.625 14.875 39
15.00 0.859763 0.03235 0.142416 14.875 15.125 3
15.25 0.94576 0.0191831 0.0417434 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
