#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 2.57764e-06 1.07347e-07 2.00793e-07 8.625 8.875 183510
9.00 2.75622e-07 1.96166e-08 3.87391e-08 8.875 9.125 296447
9.25 7.799e-05 2.18352e-05 2.17197e-05 9.125 9.375 1.05589e+06
9.50 0.000109093 2.26813e-05 2.17757e-05 9.375 9.625 3.0766e+06
9.75 9.88213e-05 2.26786e-05 1.74525e-05 9.625 9.875 4.83752e+06
10.00 0.000179111 6.77397e-05 5.54386e-05 9.875 10.125 3.75365e+06
10.25 0.000738207 0.000549894 0.000434392 10.125 10.375 2.31883e+06
10.50 0.00261903 0.00193066 0.00160465 10.375 10.625 1.39475e+06
10.75 0.00448983 0.00303894 0.00256991 10.625 10.875 768387
11.00 0.00543959 0.00338882 0.00277561 10.875 11.125 403669
11.25 0.00627941 0.00382238 0.00301444 11.125 11.375 206510
11.50 0.00783341 0.00400182 0.00365753 11.375 11.625 102035
11.75 0.00970455 0.00386381 0.00455855 11.625 11.875 49052
12.00 0.0121421 0.00347475 0.00522407 11.875 12.125 22586
12.25 0.0154141 0.00457329 0.00631349 12.125 12.375 9616
12.50 0.021251 0.00698315 0.00819467 12.375 12.625 3945
12.75 0.0324234 0.0110438 0.012749 12.625 12.875 1306
13.00 0.0529278 0.0225504 0.0201697 12.875 13.125 433
13.25 0.0807446 0.0469038 0.0323187 13.125 13.375 98
13.50 0.190553 0.0568276 0.0921718 13.375 13.625 21
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
