#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.46369e-08 6.74438e-11 2.76517e-10 8.625 8.875 35351
9.00 2.5375e-08 6.18225e-09 3.38096e-09 8.875 9.125 63854
9.25 8.60721e-05 1.68327e-05 1.89755e-05 9.125 9.375 306975
9.50 7.88331e-05 1.60236e-05 1.26243e-05 9.375 9.625 1.26437e+06
9.75 5.72732e-05 1.54641e-05 1.33952e-05 9.625 9.875 3.2942e+06
10.00 8.00996e-05 4.33376e-05 3.40888e-05 9.875 10.125 4.01375e+06
10.25 0.000639492 0.000473681 0.000387319 10.125 10.375 2.78889e+06
10.50 0.00353047 0.00200503 0.00193452 10.375 10.625 1.73939e+06
10.75 0.00713377 0.00403122 0.00377715 10.625 10.875 1.07918e+06
11.00 0.011116 0.00596232 0.00587345 10.875 11.125 639057
11.25 0.0135956 0.00556396 0.00659258 11.125 11.375 365112
11.50 0.0129269 0.00385624 0.00588479 11.375 11.625 208150
11.75 0.0118006 0.0024432 0.00450132 11.625 11.875 118278
12.00 0.0144422 0.00167103 0.00475554 11.875 12.125 66590
12.25 0.029085 0.002941 0.00885157 12.125 12.375 36836
12.50 0.0684268 0.00768647 0.0201534 12.375 12.625 20207
12.75 0.127869 0.0189248 0.0385472 12.625 12.875 10577
13.00 0.20129 0.0309714 0.0574698 12.875 13.125 5460
13.25 0.281967 0.0429957 0.0788416 13.125 13.375 2646
13.50 0.348495 0.0584009 0.0947331 13.375 13.625 1208
13.75 0.415243 0.0746454 0.113492 13.625 13.875 499
14.00 0.538538 0.0780995 0.15645 13.875 14.125 184
14.25 0.61676 0.073961 0.155523 14.125 14.375 47
14.50 0.659866 0.117093 0.139677 14.375 14.625 7
14.75 0.795857 0.0725948 0.223098 14.625 14.875 2
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
