#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.42462e-08 4.19007e-10 -7.29798e-11 8.625 8.875 47370
9.00 1.44353e-08 2.69146e-10 -2.04325e-11 8.875 9.125 84597
9.25 9.63964e-05 1.96681e-05 2.45868e-05 9.125 9.375 392904
9.50 9.22755e-05 1.47991e-05 1.60921e-05 9.375 9.625 1.53621e+06
9.75 6.34257e-05 1.52592e-05 1.40724e-05 9.625 9.875 3.66036e+06
10.00 8.91027e-05 4.6271e-05 3.56738e-05 9.875 10.125 4.12683e+06
10.25 0.000642262 0.000447869 0.000385197 10.125 10.375 2.82368e+06
10.50 0.00330298 0.00191907 0.00189062 10.375 10.625 1.75862e+06
10.75 0.00669292 0.00397014 0.00364198 10.625 10.875 1.08816e+06
11.00 0.0100906 0.00605517 0.00517456 10.875 11.125 631278
11.25 0.0125147 0.00549071 0.00600725 11.125 11.375 355994
11.50 0.0127064 0.00427951 0.00548278 11.375 11.625 200744
11.75 0.0121605 0.00253375 0.00487726 11.625 11.875 112154
12.00 0.0135755 0.00154726 0.00468942 11.875 12.125 62315
12.25 0.0251755 0.00296788 0.00818097 12.125 12.375 33490
12.50 0.0538294 0.00750412 0.016769 12.375 12.625 17986
12.75 0.102193 0.0174631 0.0326781 12.625 12.875 9077
13.00 0.165002 0.028954 0.0530585 12.875 13.125 4488
13.25 0.230532 0.0436639 0.0674409 13.125 13.375 2078
13.50 0.29809 0.0584513 0.089444 13.375 13.625 864
13.75 0.383803 0.0738001 0.118773 13.625 13.875 327
14.00 0.522507 0.082863 0.148312 13.875 14.125 106
14.25 0.574381 0.104654 0.158329 14.125 14.375 18
14.50 0.612681 0.146047 0.212144 14.375 14.625 2
14.75 0.384889 0.407627 0.203508 14.625 14.875 1
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
