#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.43712e-08 2.80881e-10 6.77423e-11 8.625 8.875 36075
9.00 2.52654e-08 6.26803e-09 3.37201e-09 8.875 9.125 65367
9.25 8.75573e-05 1.76251e-05 1.81659e-05 9.125 9.375 313484
9.50 8.10093e-05 1.61892e-05 1.32946e-05 9.375 9.625 1.28609e+06
9.75 5.87983e-05 1.59861e-05 1.26829e-05 9.625 9.875 3.32533e+06
10.00 8.25862e-05 4.33549e-05 3.48794e-05 9.875 10.125 4.02529e+06
10.25 0.000638209 0.000468885 0.000384595 10.125 10.375 2.79311e+06
10.50 0.00352715 0.00199946 0.00194218 10.375 10.625 1.74161e+06
10.75 0.00708807 0.00400031 0.00374692 10.625 10.875 1.08031e+06
11.00 0.0110449 0.00597109 0.0058242 10.875 11.125 638903
11.25 0.0134999 0.00555773 0.00651698 11.125 11.375 364451
11.50 0.0129357 0.00391202 0.00585936 11.375 11.625 207796
11.75 0.0118168 0.00241949 0.00451542 11.625 11.875 117695
12.00 0.0143324 0.00170128 0.00470363 11.875 12.125 66298
12.25 0.0286245 0.00294297 0.00874941 12.125 12.375 36596
12.50 0.0668657 0.00764555 0.0197647 12.375 12.625 20050
12.75 0.12641 0.0187171 0.0381984 12.625 12.875 10449
13.00 0.197493 0.0310402 0.0569197 12.875 13.125 5382
13.25 0.278944 0.0438941 0.0788379 13.125 13.375 2598
13.50 0.345094 0.0570607 0.0941377 13.375 13.625 1182
13.75 0.411415 0.0730159 0.11296 13.625 13.875 482
14.00 0.542251 0.0786107 0.158131 13.875 14.125 180
14.25 0.605348 0.0756027 0.162082 14.125 14.375 41
14.50 0.658987 0.113546 0.140767 14.375 14.625 7
14.75 0.795452 0.052808 0.312917 14.625 14.875 2
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
