#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.42721e-08 5.22076e-10 -3.60059e-11 8.625 8.875 29798
9.00 1.5126e-08 -2.77598e-10 6.21912e-10 8.875 9.125 50029
9.25 0.000150141 2.6199e-05 2.80873e-05 9.125 9.375 222683
9.50 0.000109587 2.07053e-05 2.66353e-05 9.375 9.625 755210
9.75 4.1892e-05 1.30035e-05 9.25604e-06 9.625 9.875 2.04137e+06
10.00 5.22815e-05 3.14398e-05 2.47913e-05 9.875 10.125 3.20368e+06
10.25 0.000807427 0.000420916 0.000487242 10.125 10.375 2.4362e+06
10.50 0.00431505 0.0020302 0.00237124 10.375 10.625 1.55293e+06
10.75 0.00912752 0.00457583 0.00514582 10.625 10.875 966052
11.00 0.0142932 0.00570922 0.00763688 10.875 11.125 597652
11.25 0.017595 0.0041836 0.00854876 11.125 11.375 356988
11.50 0.0170452 0.00287 0.00620551 11.375 11.625 211059
11.75 0.0191969 0.00196083 0.0058592 11.625 11.875 124618
12.00 0.0305002 0.00244114 0.00702395 11.875 12.125 72840
12.25 0.0629935 0.00375886 0.0137796 12.125 12.375 42219
12.50 0.128502 0.00777951 0.0291288 12.375 12.625 24489
12.75 0.231533 0.0156033 0.0517303 12.625 12.875 14200
13.00 0.346673 0.0247878 0.0745516 12.875 13.125 7907
13.25 0.444031 0.0336203 0.0885318 13.125 13.375 4426
13.50 0.536886 0.042764 0.110839 13.375 13.625 2386
13.75 0.620195 0.0508558 0.118264 13.625 13.875 1221
14.00 0.680145 0.0502768 0.116565 13.875 14.125 594
14.25 0.73558 0.0549635 0.119634 14.125 14.375 279
14.50 0.775951 0.0482057 0.116254 14.375 14.625 94
14.75 0.83089 0.04789 0.0934124 14.625 14.875 36
15.00 0.85631 0.0341609 0.141266 14.875 15.125 3
15.25 0.945692 0.0194267 0.0412276 15.125 15.375 1
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
