#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.45722e-08 9.07443e-11 2.00933e-10 8.625 8.875 45979
9.00 1.46362e-08 9.5298e-11 1.74713e-10 8.875 9.125 82560
9.25 9.48442e-05 1.71082e-05 2.93793e-05 9.125 9.375 383221
9.50 9.11509e-05 1.62411e-05 1.74182e-05 9.375 9.625 1.50852e+06
9.75 6.32819e-05 1.51403e-05 1.37929e-05 9.625 9.875 3.62502e+06
10.00 8.77627e-05 4.74378e-05 3.56209e-05 9.875 10.125 4.11811e+06
10.25 0.000639679 0.000456653 0.000381896 10.125 10.375 2.82231e+06
10.50 0.00332503 0.00193526 0.00189645 10.375 10.625 1.7572e+06
10.75 0.00673269 0.00401552 0.00365755 10.625 10.875 1.08821e+06
11.00 0.0101843 0.0060449 0.00522705 10.875 11.125 632484
11.25 0.0126326 0.00550145 0.00607013 11.125 11.375 356976
11.50 0.0127782 0.00418453 0.00557338 11.375 11.625 201854
11.75 0.0120743 0.00251664 0.00478691 11.625 11.875 112785
12.00 0.0136669 0.00153032 0.00472608 11.875 12.125 62759
12.25 0.0253153 0.00304312 0.0080429 12.125 12.375 33880
12.50 0.0549207 0.00749403 0.0169672 12.375 12.625 18197
12.75 0.104642 0.0176489 0.0337925 12.625 12.875 9217
13.00 0.166281 0.0291407 0.0533668 12.875 13.125 4603
13.25 0.240157 0.0435111 0.0696266 13.125 13.375 2126
13.50 0.296985 0.0587535 0.0881758 13.375 13.625 898
13.75 0.384359 0.0706914 0.121 13.625 13.875 346
14.00 0.531113 0.0820423 0.150872 13.875 14.125 116
14.25 0.579741 0.102944 0.163506 14.125 14.375 18
14.50 0.612594 0.153145 0.21213 14.375 14.625 2
14.75 0.452554 0.353961 0.236391 14.625 14.875 1
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
