#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.47666e-08 -2.3717e-11 3.97717e-10 8.625 8.875 32671
9.00 4.82686e-06 1.32951e-06 2.66028e-07 8.875 9.125 59068
9.25 8.28546e-05 1.65323e-05 2.21977e-05 9.125 9.375 285020
9.50 8.18982e-05 1.64461e-05 1.18263e-05 9.375 9.625 1.17988e+06
9.75 5.4852e-05 1.3836e-05 1.1856e-05 9.625 9.875 3.17075e+06
10.00 7.95215e-05 4.11079e-05 3.47751e-05 9.875 10.125 3.9652e+06
10.25 0.000639093 0.000482367 0.000387581 10.125 10.375 2.76988e+06
10.50 0.00356846 0.0020814 0.00191636 10.375 10.625 1.72945e+06
10.75 0.00733838 0.00416134 0.00385791 10.625 10.875 1.07337e+06
11.00 0.01135 0.00603546 0.00606349 10.875 11.125 639634
11.25 0.0138497 0.0055573 0.00683426 11.125 11.375 366819
11.50 0.0130004 0.0037647 0.00593037 11.375 11.625 209955
11.75 0.0118061 0.0025694 0.00444103 11.625 11.875 119738
12.00 0.0149587 0.0015886 0.00476955 11.875 12.125 67663
12.25 0.0311098 0.0028866 0.00948721 12.125 12.375 37800
12.50 0.0732531 0.00725186 0.0213056 12.375 12.625 20755
12.75 0.13477 0.0185329 0.0387708 12.625 12.875 11084
13.00 0.218117 0.0297385 0.0605171 12.875 13.125 5735
13.25 0.294617 0.043509 0.0799668 13.125 13.375 2854
13.50 0.365467 0.0590421 0.0923147 13.375 13.625 1297
13.75 0.426114 0.0721826 0.114359 13.625 13.875 598
14.00 0.550266 0.0743648 0.155868 13.875 14.125 213
14.25 0.641858 0.0734785 0.156682 14.125 14.375 54
14.50 0.648244 0.0951889 0.176528 14.375 14.625 10
14.75 0.800822 0.0749173 0.177917 14.625 14.875 2
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
