#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.45491e-08 1.33098e-10 2.24828e-10 8.625 8.875 33139
9.00 2.52561e-08 6.73146e-09 3.20282e-09 8.875 9.125 60185
9.25 8.36129e-05 1.57683e-05 2.26349e-05 9.125 9.375 289716
9.50 8.15785e-05 1.51541e-05 1.34213e-05 9.375 9.625 1.20025e+06
9.75 5.4475e-05 1.41619e-05 1.29975e-05 9.625 9.875 3.20135e+06
10.00 7.99329e-05 4.13021e-05 3.56613e-05 9.875 10.125 3.9779e+06
10.25 0.00064076 0.000479443 0.000387617 10.125 10.375 2.77486e+06
10.50 0.00355827 0.00206037 0.00191784 10.375 10.625 1.73201e+06
10.75 0.00727139 0.0041251 0.00381252 10.625 10.875 1.0749e+06
11.00 0.0112972 0.00595264 0.00603228 10.875 11.125 639436
11.25 0.0137874 0.00556177 0.00676991 11.125 11.375 366457
11.50 0.0129764 0.00373128 0.00594861 11.375 11.625 209515
11.75 0.0118015 0.0025461 0.00445422 11.625 11.875 119510
12.00 0.0148509 0.00160592 0.00489167 11.875 12.125 67417
12.25 0.0304183 0.00295545 0.00930693 12.125 12.375 37552
12.50 0.0719389 0.00729141 0.0210568 12.375 12.625 20627
12.75 0.1332 0.0184876 0.0387088 12.625 12.875 10986
13.00 0.214714 0.0298992 0.060615 12.875 13.125 5655
13.25 0.289615 0.042843 0.0781628 13.125 13.375 2802
13.50 0.360496 0.0624846 0.092506 13.375 13.625 1279
13.75 0.421399 0.0721283 0.113058 13.625 13.875 578
14.00 0.550388 0.0783833 0.157535 13.875 14.125 200
14.25 0.62689 0.0815285 0.147813 14.125 14.375 53
14.50 0.647875 0.0885296 0.17797 14.375 14.625 10
14.75 0.800704 0.0750108 0.210067 14.625 14.875 2
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
