#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.44932e-08 2.2998e-10 1.39314e-10 8.625 8.875 26954
9.00 2.49244e-08 7.98551e-09 2.55443e-09 8.875 9.125 48651
9.25 0.000106628 1.87008e-05 2.46982e-05 9.125 9.375 228186
9.50 9.60061e-05 1.65699e-05 2.09634e-05 9.375 9.625 845645
9.75 4.3503e-05 1.38672e-05 8.56944e-06 9.625 9.875 2.37434e+06
10.00 6.24401e-05 3.47548e-05 2.74269e-05 9.875 10.125 3.55466e+06
10.25 0.000717836 0.000506671 0.00041666 10.125 10.375 2.59315e+06
10.50 0.00405924 0.00210426 0.00210808 10.375 10.625 1.63502e+06
10.75 0.00836292 0.00443389 0.004485 10.625 10.875 1.01582e+06
11.00 0.0128047 0.00607899 0.00684072 10.875 11.125 624235
11.25 0.0154635 0.00517815 0.00748544 11.125 11.375 365345
11.50 0.0139283 0.00318476 0.00541174 11.375 11.625 213927
11.75 0.0142551 0.00204468 0.00438778 11.625 11.875 124431
12.00 0.0216273 0.00214285 0.00576645 11.875 12.125 72236
12.25 0.0483983 0.0028783 0.0119823 12.125 12.375 41597
12.50 0.108392 0.00697932 0.0268116 12.375 12.625 23409
12.75 0.196363 0.0173111 0.0496523 12.625 12.875 13251
13.00 0.300597 0.0302972 0.0677738 12.875 13.125 7314
13.25 0.391739 0.0357117 0.0867155 13.125 13.375 3917
13.50 0.478265 0.0507362 0.104815 13.375 13.625 1982
13.75 0.545795 0.0597748 0.119059 13.625 13.875 1012
14.00 0.62336 0.0594575 0.130265 13.875 14.125 440
14.25 0.690882 0.0615051 0.132692 14.125 14.375 186
14.50 0.749246 0.0684401 0.124355 14.375 14.625 39
14.75 0.780374 0.0666611 0.146277 14.625 14.875 13
15.00 0.911821 0.0360755 0.0788573 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
