#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.45278e-08 2.99405e-11 2.06859e-10 8.625 8.875 87595
9.00 1.44349e-08 2.07166e-10 -2.18279e-11 8.875 9.125 150187
9.25 7.98312e-05 1.47166e-05 1.61792e-05 9.125 9.375 623482
9.50 8.75881e-05 1.6728e-05 1.75488e-05 9.375 9.625 2.15794e+06
9.75 7.88475e-05 2.18638e-05 1.55582e-05 9.625 9.875 4.36941e+06
10.00 0.000123207 5.76724e-05 4.13321e-05 9.875 10.125 4.1595e+06
10.25 0.000640873 0.000410962 0.0003825 10.125 10.375 2.76792e+06
10.50 0.00291846 0.00182413 0.00178725 10.375 10.625 1.72816e+06
10.75 0.00580848 0.00341957 0.00327757 10.625 10.875 1.04474e+06
11.00 0.00818829 0.00462816 0.00410363 10.875 11.125 581767
11.25 0.0099625 0.00482279 0.00457857 11.125 11.375 318353
11.50 0.0113173 0.00461609 0.00493713 11.375 11.625 173841
11.75 0.0124735 0.00329816 0.00558953 11.625 11.875 93641
12.00 0.0139909 0.00262926 0.00547698 11.875 12.125 49178
12.25 0.0191665 0.00342184 0.00667759 12.125 12.375 25033
12.50 0.0355022 0.00734229 0.012343 12.375 12.625 12414
12.75 0.0663931 0.0163593 0.023875 12.625 12.875 5758
13.00 0.10222 0.0247364 0.0373914 12.875 13.125 2470
13.25 0.146609 0.0429898 0.0500644 13.125 13.375 997
13.50 0.226257 0.0567226 0.086023 13.375 13.625 346
13.75 0.31133 0.0699152 0.123838 13.625 13.875 96
14.00 0.404997 0.114119 0.120026 13.875 14.125 17
14.25 0.130718 0.382966 0.0662587 14.125 14.375 1
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
