#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.467e-08 9.22515e-11 3.12395e-10 8.625 8.875 28429
9.00 1.49333e-08 -1.27228e-10 4.31625e-10 8.875 9.125 50128
9.25 0.000109338 2.67282e-05 2.72837e-05 9.125 9.375 240909
9.50 8.38491e-05 1.67819e-05 1.73151e-05 9.375 9.625 926299
9.75 4.60791e-05 1.65973e-05 8.8008e-06 9.625 9.875 2.63714e+06
10.00 6.50281e-05 4.22383e-05 3.13277e-05 9.875 10.125 3.71212e+06
10.25 0.000671819 0.000481107 0.000388194 10.125 10.375 2.66514e+06
10.50 0.00386637 0.00208884 0.00201053 10.375 10.625 1.67296e+06
10.75 0.00792442 0.00458493 0.00418429 10.625 10.875 1.03872e+06
11.00 0.0123383 0.00605927 0.00670156 10.875 11.125 633748
11.25 0.014902 0.00555759 0.00740858 11.125 11.375 367627
11.50 0.0132089 0.00323209 0.00543721 11.375 11.625 214028
11.75 0.0126025 0.00236405 0.00426443 11.625 11.875 123655
12.00 0.0183318 0.00193441 0.0052739 11.875 12.125 71173
12.25 0.0420164 0.00260354 0.011186 12.125 12.375 40650
12.50 0.094589 0.00752683 0.0251207 12.375 12.625 22619
12.75 0.174643 0.0183306 0.0468348 12.625 12.875 12671
13.00 0.273655 0.0302349 0.0655675 12.875 13.125 6845
13.25 0.364161 0.0363594 0.0856393 13.125 13.375 3551
13.50 0.440508 0.0555082 0.103196 13.375 13.625 1783
13.75 0.508913 0.0656447 0.116636 13.625 13.875 850
14.00 0.602596 0.0630636 0.13436 13.875 14.125 357
14.25 0.667892 0.0741124 0.153463 14.125 14.375 129
14.50 0.752066 0.0579222 0.152461 14.375 14.625 33
14.75 0.833526 0.0453165 0.115285 14.625 14.875 4
15.00 0.88262 0.0443505 0.116041 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
