#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.43589e-08 3.99233e-10 1.23359e-10 8.625 8.875 26575
9.00 1.47169e-08 1.1284e-10 2.54516e-10 8.875 9.125 47540
9.25 0.00012118 3.30288e-05 2.68617e-05 9.125 9.375 225016
9.50 9.6252e-05 1.3862e-05 2.13436e-05 9.375 9.625 830180
9.75 4.39874e-05 1.47073e-05 8.81272e-06 9.625 9.875 2.32574e+06
10.00 6.00671e-05 3.49124e-05 2.64611e-05 9.875 10.125 3.52118e+06
10.25 0.000723849 0.000512619 0.00042585 10.125 10.375 2.57816e+06
10.50 0.00406265 0.00211718 0.0021252 10.375 10.625 1.62642e+06
10.75 0.00839374 0.00447917 0.00456591 10.625 10.875 1.01084e+06
11.00 0.0128815 0.0060422 0.00688276 10.875 11.125 621560
11.25 0.015528 0.00511413 0.0075414 11.125 11.375 364739
11.50 0.0141225 0.00310476 0.0055472 11.375 11.625 213752
11.75 0.0146832 0.00197653 0.00448856 11.625 11.875 124570
12.00 0.0224768 0.00210376 0.00601545 11.875 12.125 72396
12.25 0.049871 0.00287148 0.0122241 12.125 12.375 41744
12.50 0.11116 0.00689572 0.0276305 12.375 12.625 23524
12.75 0.200995 0.0167562 0.0505592 12.625 12.875 13440
13.00 0.306272 0.029762 0.0679445 12.875 13.125 7381
13.25 0.396889 0.0350919 0.0878966 13.125 13.375 3991
13.50 0.483628 0.0506809 0.105565 13.375 13.625 2036
13.75 0.549004 0.0605878 0.120548 13.625 13.875 1036
14.00 0.636364 0.0561118 0.125641 13.875 14.125 455
14.25 0.684591 0.0647604 0.133131 14.125 14.375 203
14.50 0.759699 0.0658446 0.125371 14.375 14.625 43
14.75 0.80125 0.0577675 0.133869 14.625 14.875 15
15.00 0.916697 0.0315893 0.0823818 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
