#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.4595e-08 1.19178e-10 2.40084e-10 8.625 8.875 34509
9.00 2.5341e-08 6.3873e-09 3.29344e-09 8.875 9.125 62420
9.25 8.87386e-05 1.94269e-05 2.11927e-05 9.125 9.375 301140
9.50 7.87922e-05 1.50219e-05 1.27925e-05 9.375 9.625 1.24185e+06
9.75 5.63335e-05 1.5121e-05 1.38793e-05 9.625 9.875 3.2631e+06
10.00 8.09814e-05 4.16996e-05 3.50311e-05 9.875 10.125 4.00232e+06
10.25 0.000642761 0.000474848 0.00039025 10.125 10.375 2.78376e+06
10.50 0.003548 0.00202781 0.00193099 10.375 10.625 1.7372e+06
10.75 0.0071841 0.00406744 0.00378948 10.625 10.875 1.07779e+06
11.00 0.0111762 0.00594999 0.00593382 10.875 11.125 639227
11.25 0.0137002 0.00553721 0.00666337 11.125 11.375 365575
11.50 0.0129451 0.00381096 0.00593074 11.375 11.625 208640
11.75 0.0117802 0.00248891 0.0044689 11.625 11.875 118757
12.00 0.0145868 0.00161781 0.00480928 11.875 12.125 66830
12.25 0.0295973 0.00295655 0.00902351 12.125 12.375 37076
12.50 0.069712 0.00746519 0.0205718 12.375 12.625 20364
12.75 0.129289 0.0187478 0.0383581 12.625 12.875 10692
13.00 0.204864 0.0301272 0.0589346 12.875 13.125 5546
13.25 0.28474 0.0432267 0.0802436 13.125 13.375 2698
13.50 0.354316 0.0570517 0.091602 13.375 13.625 1235
13.75 0.418825 0.0720569 0.114773 13.625 13.875 525
14.00 0.538971 0.0764126 0.156395 13.875 14.125 186
14.25 0.626427 0.0709459 0.15431 14.125 14.375 50
14.50 0.629528 0.117278 0.12753 14.375 14.625 8
14.75 0.795831 0.0779973 0.223173 14.625 14.875 2
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
