#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.43052e-08 2.6201e-10 -4.11324e-11 8.625 8.875 105783
9.00 1.99009e-06 1.17407e-07 5.65586e-07 8.875 9.125 178761
9.25 6.92134e-05 2.18019e-05 1.73867e-05 9.125 9.375 715785
9.50 9.16111e-05 1.75437e-05 1.64625e-05 9.375 9.625 2.36986e+06
9.75 8.64528e-05 1.9764e-05 1.60252e-05 9.625 9.875 4.56007e+06
10.00 0.000139351 6.36165e-05 4.53596e-05 9.875 10.125 4.11292e+06
10.25 0.000658332 0.000426497 0.000391882 10.125 10.375 2.70742e+06
10.50 0.00284739 0.00184425 0.00176551 10.375 10.625 1.6905e+06
10.75 0.00555543 0.00330478 0.00317287 10.625 10.875 1.00807e+06
11.00 0.00751544 0.00443623 0.00369392 10.875 11.125 554265
11.25 0.00911062 0.00431093 0.00415132 11.125 11.375 300672
11.50 0.0106372 0.00444891 0.0046719 11.375 11.625 161195
11.75 0.012193 0.00338709 0.00538193 11.625 11.875 85580
12.00 0.0138552 0.00307366 0.00577099 11.875 12.125 43973
12.25 0.018242 0.00353963 0.00660038 12.125 12.375 21887
12.50 0.0318831 0.00738176 0.0115312 12.375 12.625 10414
12.75 0.0574851 0.0156844 0.0213025 12.625 12.875 4608
13.00 0.0880473 0.0247769 0.0338821 12.875 13.125 1922
13.25 0.13429 0.0391367 0.0497954 13.125 13.375 696
13.50 0.214679 0.0625365 0.0782055 13.375 13.625 231
13.75 0.246811 0.0809096 0.102988 13.625 13.875 52
14.00 0.54335 0.0602445 0.148608 13.875 14.125 5
14.25 0.0501046 0.0340084 0.0408873 14.125 14.375 1
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
