#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.45603e-08 -1.0707e-11 2.16004e-10 8.625 8.875 128037
9.00 7.03828e-07 8.5052e-08 2.63768e-07 8.875 9.125 212952
9.25 8.07926e-05 1.53412e-05 1.82567e-05 9.125 9.375 819872
9.50 0.000102448 2.30649e-05 1.79572e-05 9.375 9.625 2.59071e+06
9.75 8.72253e-05 1.78804e-05 1.56695e-05 9.625 9.875 4.71952e+06
10.00 0.000150353 6.95507e-05 4.84582e-05 9.875 10.125 4.03769e+06
10.25 0.000669922 0.000467736 0.000395924 10.125 10.375 2.61983e+06
10.50 0.00278127 0.00186304 0.00174542 10.375 10.625 1.63249e+06
10.75 0.00524716 0.00327463 0.00297466 10.625 10.875 954491
11.00 0.00689112 0.00394969 0.00342991 10.875 11.125 519226
11.25 0.00823255 0.00409633 0.00373458 11.125 11.375 277271
11.50 0.00978921 0.00425278 0.00429951 11.375 11.625 146378
11.75 0.0118853 0.00385162 0.00529693 11.625 11.875 75858
12.00 0.0134264 0.00333122 0.0056498 11.875 12.125 37940
12.25 0.017903 0.00360783 0.0068242 12.125 12.375 18246
12.50 0.0279582 0.00721178 0.00990387 12.375 12.625 8346
12.75 0.0460581 0.0139145 0.0170794 12.625 12.875 3542
13.00 0.0771313 0.0258812 0.0304545 12.875 13.125 1316
13.25 0.118974 0.041978 0.0460894 13.125 13.375 458
13.50 0.164802 0.0715589 0.0578286 13.375 13.625 132
13.75 0.267713 0.079809 0.124106 13.625 13.875 22
14.00 0.13231 0.0467237 0.089792 13.875 14.125 2
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
