#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.51263e-08 -1.32639e-10 5.01232e-10 8.625 8.875 42691
9.00 1.47581e-08 2.41409e-10 5.54339e-11 8.875 9.125 66664
9.25 0.000167033 2.89128e-05 4.27346e-05 9.125 9.375 266213
9.50 0.000110558 1.88407e-05 3.24226e-05 9.375 9.625 771161
9.75 4.02988e-05 1.3412e-05 9.99446e-06 9.625 9.875 1.93965e+06
10.00 4.63311e-05 3.00311e-05 2.34386e-05 9.875 10.125 3.02604e+06
10.25 0.000828442 0.000421506 0.000512354 10.125 10.375 2.33994e+06
10.50 0.00433927 0.00185016 0.00242358 10.375 10.625 1.49933e+06
10.75 0.00982244 0.00452738 0.0055999 10.625 10.875 932790
11.00 0.0158751 0.00486537 0.0084985 10.875 11.125 577277
11.25 0.0201381 0.00364068 0.00957111 11.125 11.375 348581
11.50 0.0209088 0.00266979 0.00778973 11.375 11.625 207711
11.75 0.0245122 0.00189256 0.00689411 11.625 11.875 123157
12.00 0.0379795 0.00256111 0.00792726 11.875 12.125 72383
12.25 0.07354 0.00343998 0.0143461 12.125 12.375 42256
12.50 0.143082 0.00744708 0.0295259 12.375 12.625 24830
12.75 0.25063 0.0146714 0.052506 12.625 12.875 14461
13.00 0.374648 0.0247659 0.0761287 12.875 13.125 8205
13.25 0.479422 0.0309898 0.0912316 13.125 13.375 4565
13.50 0.573072 0.0377659 0.111109 13.375 13.625 2524
13.75 0.643784 0.0431502 0.113005 13.625 13.875 1382
14.00 0.704593 0.047516 0.109457 13.875 14.125 676
14.25 0.757945 0.0461527 0.116462 14.125 14.375 346
14.50 0.789212 0.0485731 0.0981085 14.375 14.625 133
14.75 0.848044 0.0349575 0.0930452 14.625 14.875 59
15.00 0.80912 0.0447459 0.134148 14.875 15.125 7
15.25 0.945844 0.0195242 0.0575088 15.125 15.375 2
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
