#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.46246e-08 1.01874e-12 3.02515e-10 8.625 8.875 58518
9.00 1.45546e-08 1.22149e-10 9.40492e-11 8.875 9.125 103937
9.25 9.8065e-05 2.52787e-05 2.90071e-05 9.125 9.375 466426
9.50 9.04051e-05 1.63407e-05 1.76132e-05 9.375 9.625 1.74901e+06
9.75 6.89968e-05 1.50837e-05 1.37829e-05 9.625 9.875 3.92499e+06
10.00 0.000100528 5.00948e-05 3.63598e-05 9.875 10.125 4.17277e+06
10.25 0.000626359 0.000433314 0.000382142 10.125 10.375 2.8249e+06
10.50 0.00314144 0.00181459 0.00184742 10.375 10.625 1.76038e+06
10.75 0.00639191 0.00368621 0.00353346 10.625 10.875 1.08336e+06
11.00 0.00938114 0.00570595 0.00483348 10.875 11.125 618561
11.25 0.0116966 0.00543835 0.00552837 11.125 11.375 346210
11.50 0.0124435 0.0046239 0.00562788 11.375 11.625 192657
11.75 0.0124605 0.00277511 0.00514136 11.625 11.875 106698
12.00 0.0136002 0.00191077 0.00498046 11.875 12.125 58009
12.25 0.022848 0.00289868 0.00778802 12.125 12.375 30808
12.50 0.0453418 0.00677933 0.0146171 12.375 12.625 15977
12.75 0.0891141 0.0158813 0.0306177 12.625 12.875 7976
13.00 0.139 0.0283414 0.0467812 12.875 13.125 3764
13.25 0.200864 0.0432765 0.0651869 13.125 13.375 1643
13.50 0.256588 0.0651724 0.0791077 13.375 13.625 659
13.75 0.36854 0.0756012 0.126948 13.625 13.875 244
14.00 0.462283 0.0868205 0.15134 13.875 14.125 50
14.25 0.563066 0.153077 0.132973 14.125 14.375 10
14.50 0.347596 0.276359 0.242957 14.375 14.625 1
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
