#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.41656e-08 1.10052e-10 2.98863e-11 8.625 8.875 295174
9.00 4.30647e-06 -3.24644e-09 2.09818e-06 8.875 9.125 471097
9.25 5.66047e-05 1.46195e-05 1.72572e-05 9.125 9.375 1.39381e+06
9.50 0.000105623 2.12228e-05 2.64449e-05 9.375 9.625 2.96362e+06
9.75 9.18784e-05 1.42152e-05 1.6491e-05 9.625 9.875 3.24632e+06
10.00 0.000147503 5.56775e-05 4.58356e-05 9.875 10.125 2.21984e+06
10.25 0.000551081 0.000383943 0.000305767 10.125 10.375 1.20794e+06
10.50 0.00146781 0.00113076 0.000851753 10.375 10.625 598382
10.75 0.00270055 0.00181752 0.00143055 10.625 10.875 282248
11.00 0.00303522 0.00195615 0.00155471 10.875 11.125 127558
11.25 0.00339418 0.00187464 0.00172528 11.125 11.375 53579
11.50 0.00430619 0.00208962 0.00220301 11.375 11.625 21121
11.75 0.00562836 0.0026976 0.00274217 11.625 11.875 7461
12.00 0.0072981 0.00297007 0.00380805 11.875 12.125 2302
12.25 0.0118883 0.00563582 0.00593992 12.125 12.375 638
12.50 0.0145214 0.0069536 0.00606301 12.375 12.625 142
12.75 0.0418506 0.0147558 0.0238517 12.625 12.875 30
13.00 0.0541207 0.0901397 0.0391416 12.875 13.125 3
13.25 0 0 0 13.125 13.375 0
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
