#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.42744e-08 1.21429e-10 4.98623e-11 8.625 8.875 203215
9.00 3.05022e-07 1.34705e-07 2.73729e-07 8.875 9.125 324369
9.25 7.38714e-05 1.78285e-05 2.037e-05 9.125 9.375 1.12837e+06
9.50 0.000106782 2.20841e-05 2.14853e-05 9.375 9.625 3.23999e+06
9.75 0.000100951 2.11189e-05 1.62325e-05 9.625 9.875 4.73963e+06
10.00 0.000179556 6.91139e-05 5.9903e-05 9.875 10.125 3.58341e+06
10.25 0.000762504 0.000572731 0.000445297 10.125 10.375 2.16460e+06
10.50 0.0025248 0.00191879 0.0015395 10.375 10.625 1.2609e+06
10.75 0.00419987 0.00294127 0.00238877 10.625 10.875 674791
11.00 0.00490734 0.00311663 0.00240939 10.875 11.125 347443
11.25 0.00551343 0.0031887 0.00267005 11.125 11.375 172971
11.50 0.00693978 0.00355916 0.00333658 11.375 11.625 82622
11.75 0.00882305 0.00346936 0.00420671 11.625 11.875 38380
12.00 0.0110741 0.00350603 0.00478705 11.875 12.125 16570
12.25 0.0136416 0.00449459 0.00551449 12.125 12.375 6849
12.50 0.0193575 0.00709153 0.00769351 12.375 12.625 2486
12.75 0.0312491 0.0116624 0.0123789 12.625 12.875 759
13.00 0.0471499 0.0190225 0.0208475 12.875 13.125 229
13.25 0.0732064 0.045541 0.0331026 13.125 13.375 43
13.50 0.3641 0.0394447 0.19669 13.375 13.625 5
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
