#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.45509e-08 1.03154e-10 2.43149e-10 8.625 8.875 48537
9.00 1.44602e-08 2.62639e-10 -2.74296e-11 8.875 9.125 86920
9.25 9.50131e-05 1.768e-05 2.423e-05 9.125 9.375 402238
9.50 8.96962e-05 1.5878e-05 1.59638e-05 9.375 9.625 1.56396e+06
9.75 6.26531e-05 1.386e-05 1.3892e-05 9.625 9.875 3.69728e+06
10.00 8.89794e-05 4.64489e-05 3.52427e-05 9.875 10.125 4.13501e+06
10.25 0.000637162 0.000446194 0.00038074 10.125 10.375 2.8254e+06
10.50 0.00328515 0.00190367 0.0018881 10.375 10.625 1.75961e+06
10.75 0.00664273 0.00394344 0.00362532 10.625 10.875 1.08813e+06
11.00 0.0100099 0.00602736 0.00513349 10.875 11.125 629779
11.25 0.0124085 0.00548264 0.00595862 11.125 11.375 354797
11.50 0.0127129 0.00434448 0.00551321 11.375 11.625 199874
11.75 0.0121666 0.00260151 0.00491875 11.625 11.875 111460
12.00 0.0135423 0.00160215 0.00470754 11.875 12.125 61709
12.25 0.024856 0.00289322 0.00810899 12.125 12.375 33202
12.50 0.0524548 0.00748851 0.0164694 12.375 12.625 17707
12.75 0.100143 0.017264 0.0326887 12.625 12.875 8912
13.00 0.1617 0.0298239 0.0521405 12.875 13.125 4395
13.25 0.225157 0.0436107 0.0664816 13.125 13.375 2031
13.50 0.293251 0.0593504 0.0914843 13.375 13.625 844
13.75 0.383275 0.0730074 0.122388 13.625 13.875 306
14.00 0.496879 0.0923398 0.146408 13.875 14.125 100
14.25 0.568074 0.10822 0.148203 14.125 14.375 16
14.50 0.612206 0.145483 0.212643 14.375 14.625 2
14.75 0.382319 0.405747 0.217944 14.625 14.875 1
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
