#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.42878e-08 -2.38982e-11 1.56938e-10 8.625 8.875 316749
9.00 1.43738e-08 6.76872e-11 5.29043e-11 8.875 9.125 487845
9.25 5.44996e-05 1.53953e-05 2.16989e-05 9.125 9.375 1.31737e+06
9.50 8.83116e-05 1.93023e-05 1.94984e-05 9.375 9.625 2.50970e+06
9.75 9.71032e-05 1.3127e-05 1.38183e-05 9.625 9.875 2.57383e+06
10.00 0.000136697 4.53509e-05 3.45957e-05 9.875 10.125 1.67826e+06
10.25 0.000469805 0.000324205 0.000243588 10.125 10.375 889375
10.50 0.00120725 0.00095734 0.000641707 10.375 10.625 419887
10.75 0.00229483 0.0015971 0.00124492 10.625 10.875 188988
11.00 0.0027032 0.0017574 0.00144131 10.875 11.125 79941
11.25 0.00275374 0.00195752 0.00143369 11.125 11.375 31348
11.50 0.00391327 0.00217929 0.00197972 11.375 11.625 11260
11.75 0.00493793 0.0019232 0.00234185 11.625 11.875 3513
12.00 0.00703124 0.00355848 0.00364933 11.875 12.125 983
12.25 0.0100769 0.0080996 0.00420939 12.125 12.375 211
12.50 0.022979 0.00536213 0.0172917 12.375 12.625 39
12.75 0.0344648 0.0143473 0.030757 12.625 12.875 8
13.00 0 0 0 12.875 13.125 0
13.25 0 0 0 13.125 13.375 0
13.50 0 0 0 13.375 13.625 0
13.75 0 0 0 13.625 13.875 0
14.00 0 0 0 13.875 14.125 0
14.25 0 0 0 14.125 14.375 0
14.50 0 0 0 14.375 14.625 0
14.75 0 0 0 14.625 14.875 0
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
