#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.44787e-08 2.23092e-10 2.10078e-10 8.625 8.875 32061
9.00 4.08122e-06 1.71163e-07 1.58832e-07 8.875 9.125 58364
9.25 8.34721e-05 1.30904e-05 1.95297e-05 9.125 9.375 280339
9.50 8.13445e-05 1.70175e-05 1.21696e-05 9.375 9.625 1.16092e+06
9.75 5.50408e-05 1.41905e-05 1.22933e-05 9.625 9.875 3.14006e+06
10.00 7.95483e-05 4.04253e-05 3.43608e-05 9.875 10.125 3.95255e+06
10.25 0.000640643 0.000482934 0.000388521 10.125 10.375 2.7647e+06
10.50 0.00359017 0.00209422 0.00191942 10.375 10.625 1.72681e+06
10.75 0.0073747 0.00419043 0.00388904 10.625 10.875 1.07153e+06
11.00 0.011425 0.00610717 0.00613002 10.875 11.125 639787
11.25 0.0139217 0.00554784 0.00689834 11.125 11.375 367285
11.50 0.0129929 0.00370961 0.00589972 11.375 11.625 210266
11.75 0.0118011 0.002556 0.00438023 11.625 11.875 120160
12.00 0.0150925 0.00154254 0.00473544 11.875 12.125 67895
12.25 0.0314993 0.00294621 0.00937546 12.125 12.375 38008
12.50 0.0745555 0.00746591 0.0213955 12.375 12.625 20899
12.75 0.136605 0.0185727 0.0389991 12.625 12.875 11190
13.00 0.220732 0.0297234 0.0603787 12.875 13.125 5807
13.25 0.298959 0.042764 0.0797172 13.125 13.375 2881
13.50 0.368926 0.0589143 0.0932811 13.375 13.625 1332
13.75 0.43562 0.0697325 0.118939 13.625 13.875 608
14.00 0.543991 0.078669 0.144402 13.875 14.125 219
14.25 0.659128 0.0654898 0.167537 14.125 14.375 61
14.50 0.650964 0.0939089 0.166073 14.375 14.625 11
14.75 0.804177 0.0783218 0.161093 14.625 14.875 2
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
