#HM(0) Med_All(1) Err+(2) Err-(3) Med_Cen(4) Err+(5) Err-(6) Med_Cen_SF(7) Err+(8) Err-(9) Med_Cen_Q(10) Err+(11) Err-(12) Med_Sat(13) Err+(14) Err-(15) Med_SF(16) Err+(17) Err-(18) Med_Q(19) Err+(20) Err-(21) True_Med_All(22) Err+(23) Err-(24) True_Cen(25) Err+(26) Err-(27) True_Cen_SF(28) Err+(29) Err-(30) True_Cen_Q(31) Err+(32) Err-(33) True_Sat(34) Err+(35) Err-(36) True_SF(37) Err+(38) Err-(39) True_Q(40) Err+(41) Err-(42) 
9.100000 -4.833687 0.386816 0.129447 -4.929119 0.405074 0.134827 -4.835923 4.835923 0.014657 0.000000 0.000000 4.926009 0.000000 0.000000 4.259598 -4.773108 4.773108 0.012685 0.000000 0.000000 4.699142 -4.623744 0.536117 0.097386 -4.713702 0.505961 0.097482 -4.485132 4.485132 0.179238 0.000000 0.000000 4.649795 0.000000 0.000000 4.275182 -4.396512 4.396512 0.212720 0.000000 0.000000 4.415790
9.300000 -4.624295 0.239298 0.157448 -4.713944 0.312073 0.128397 -4.632822 0.414180 0.152949 0.000000 0.000000 4.833314 -4.481503 0.204705 0.174938 -4.572376 0.324800 0.191728 0.000000 0.000000 4.686969 -4.411668 0.237022 0.186053 -4.497368 0.250845 0.191481 -4.297598 0.250636 0.306181 0.000000 0.000000 4.762965 -4.232563 0.174504 0.230955 -4.215206 0.226623 0.313861 0.000000 0.000000 4.468554
9.500000 -4.414911 0.214582 0.138239 -4.498776 0.233829 0.161632 -4.429728 0.286735 0.170802 -4.827971 4.827971 -0.020840 -4.269895 0.176880 0.157795 -4.371651 0.288287 0.164642 -4.193413 0.558262 0.314757 -4.199598 0.212395 0.164241 -4.281041 0.222133 0.178677 -4.110085 0.226756 0.280275 -4.618157 0.696653 -0.019921 -4.022872 0.163801 0.215220 -4.033920 0.199607 0.274444 -3.970549 0.456320 0.333673
9.700000 -4.205544 0.187479 0.122689 -4.283621 0.210640 0.142324 -4.226646 0.252417 0.152619 -4.603446 0.545397 -0.019027 -4.058297 0.159881 0.138302 -4.170938 0.250675 0.147571 -4.016536 0.369101 0.293912 -3.987543 0.181716 0.142421 -4.064726 0.193408 0.148099 -3.922603 0.208877 0.233657 -4.392695 0.560330 -0.019496 -3.813193 0.143499 0.191835 -3.852668 0.189208 0.243135 -3.793303 0.399721 0.289707
9.900000 -3.996210 0.163312 0.107344 -4.068494 0.187854 0.127222 -4.023591 0.219813 0.134660 -4.378943 0.490564 -0.008920 -3.846723 0.135427 0.121583 -3.970250 0.215518 0.126106 -3.838131 0.346678 0.254673 -3.775517 0.163243 0.130506 -3.848439 0.178066 0.140351 -3.735174 0.177791 0.197641 -4.167253 0.511258 -0.000823 -3.603540 0.121964 0.167806 -3.671449 0.162023 0.207003 -3.614602 0.373192 0.261589
10.100000 -3.786946 0.135720 0.092144 -3.853426 0.158958 0.112111 -3.820586 0.182452 0.117396 -4.154485 0.529327 -0.001103 -3.635203 0.115724 0.106693 -3.769606 0.175573 0.104327 -3.656847 0.364157 0.222584 -3.563553 0.155810 0.126906 -3.632209 0.153671 0.129428 -3.547795 0.147965 0.183030 -3.941853 0.474420 0.002301 -3.393944 0.105905 0.154918 -3.490192 0.137957 0.177294 -3.433129 0.350494 0.229061
10.300000 -3.577827 0.112062 0.075188 -3.638486 0.127880 0.091509 -3.617661 0.137430 0.099441 0.000000 0.000000 3.914956 -3.423797 0.096166 0.091290 -3.569011 0.137582 0.085078 0.000000 -2.812682 3.670335 -3.351722 0.135712 0.118972 -3.416102 0.136372 0.115395 -3.360334 0.126752 0.143873 0.000000 0.000000 3.721145 -3.184472 0.089775 0.140716 -3.308561 0.124432 0.146882 -3.246896 0.415337 0.230227
10.500000 -3.368978 0.094162 0.060193 -3.423807 0.096833 0.073043 -3.414777 0.106009 0.083539 0.000000 0.000000 3.688189 -3.212621 0.073754 0.073484 -3.368338 0.103174 0.069588 0.000000 0.000000 3.459673 -3.140165 0.109340 0.116108 -3.200253 0.117642 0.115509 -3.172192 0.103978 0.121216 0.000000 0.000000 3.490314 -2.975251 0.095902 0.130898 -3.125487 0.109621 0.122936 0.000000 -2.510129 3.276525
10.700000 -3.160487 0.072605 0.047579 -3.209625 0.071320 0.056345 -3.211487 0.070226 0.060602 0.000000 0.000000 3.464667 -3.001789 0.053694 0.056343 -3.166887 0.072106 0.048697 0.000000 -2.744587 3.255416 -2.929121 0.116721 0.114170 -2.984916 0.115789 0.108723 -2.981534 0.117390 0.121934 0.000000 0.000000 3.278216 -2.766440 0.090446 0.128645 -2.938335 0.126077 0.112508 0.000000 -2.536421 3.089154
10.900000 -2.951762 0.053062 0.033359 -2.996042 0.043960 0.042192 -3.005935 0.043606 0.040391 0.000000 0.000000 3.263778 -2.790976 0.042283 0.045483 -2.962338 0.054531 0.035060 -2.859242 0.210781 0.207279 -2.718681 0.108744 0.114545 -2.770346 0.113093 0.113701 -2.784110 0.106996 0.112876 0.000000 0.000000 3.077781 -2.557832 0.097319 0.125606 -2.741999 0.113775 0.109524 -2.635639 0.215484 0.245632
