#HM Med_All Med_Cen Med_Sat Med_SF Med_Q Cen-All Sat-All SF-All Q-All Cen-Sat SF-Q True True_Cen
9.100000 -0.209706 -0.178701 -0.352736 -0.154444 -0.297861 0.031004 -0.143030 0.055262 -0.088155 0.174034 0.143417 -0.461155 -0.455851
9.300000 -0.387294 -0.358424 -0.520105 -0.338185 -0.449714 0.028871 -0.132811 0.049109 -0.062420 0.161681 0.111529 -0.638975 -0.633593
9.500000 -0.529262 -0.505146 -0.437114 -0.486466 -0.505628 0.024117 0.092148 0.042796 0.023634 -0.068031 0.019162 -0.571418 -0.574084
9.700000 -0.281868 -0.267805 -0.193413 -0.245622 -0.207727 0.014063 0.088454 0.036246 0.074141 -0.074392 -0.037895 -0.261911 -0.266573
9.900000 -0.077822 -0.065469 -0.050112 -0.047283 -0.046791 0.012353 0.027711 0.030539 0.031031 -0.015357 -0.000492 -0.062883 -0.067020
10.100000 -0.026461 -0.024247 0.042169 -0.001684 -0.006272 0.002214 0.068630 0.024777 0.020189 -0.066416 0.004588 -0.013795 -0.025066
10.300000 -0.024209 -0.027788 0.027038 -0.004622 -0.020771 -0.003579 0.051247 0.019587 0.003438 -0.054826 0.016149 -0.013655 -0.028116
10.500000 -0.034689 -0.035362 0.011880 -0.020360 -0.036556 -0.000673 0.046569 0.014329 -0.001867 -0.047241 0.016196 -0.023573 -0.032846
10.700000 -0.031868 -0.031482 0.010206 -0.022699 -0.023802 0.000386 0.042073 0.009168 0.008066 -0.041688 0.001102 -0.022915 -0.028594
10.900000 -0.025238 -0.023431 0.012966 -0.020066 -0.014788 0.001807 0.038205 0.005172 0.010450 -0.036397 -0.005278 -0.018002 -0.020512
11.100000 -0.022650 -0.021811 0.025117 -0.022396 0.002732 0.000840 0.047767 0.000255 0.025383 -0.046927 -0.025128 -0.015393 -0.018080
11.300000 -0.018817 -0.015877 -0.005004 -0.023345 0.032066 0.002941 0.013813 -0.004528 0.050883 -0.010872 -0.055411 -0.011897 -0.010126
11.500000 -0.016724 -0.012098 -0.007451 -0.022657 0.031356 0.004626 0.009273 -0.005934 0.048080 -0.004647 -0.054014 -0.013306 -0.010564
11.700000 -0.008982 -0.008889 0.004945 -0.008814 -0.018284 0.000093 0.013927 0.000169 -0.009301 -0.013834 0.009470 -0.014684 -0.013063
11.900000 -0.028139 -0.031247 0.061447 -0.036309 -0.021936 -0.003107 0.089586 -0.008170 0.006203 -0.092694 -0.014373 -0.008456 -0.010598
12.100000 -0.029001 -0.036103 0.352803 -0.007960 -0.155155 -0.007102 0.381804 0.021041 -0.126154 -0.388906 0.147195 0.026399 0.026752
12.300000 -0.029907 -0.068211 0.000000 -0.009987 0.000000 -0.038304 0.000000 0.019920 0.000000 0.000000 0.000000 -0.012322 -0.022805
12.500000 0.354393 0.341623 0.000000 0.065914 0.000000 0.000000 0.000000 -0.288479 0.000000 0.000000 0.000000 -0.000342 -0.001017
12.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
