#HM Med_All Med_Cen Med_Sat Med_SF Med_Q Cen-All Sat-All SF-All Q-All Cen-Sat SF-Q True True_Cen
9.100000 -0.302674 -0.293653 -0.391302 -0.269714 -0.417080 0.009021 -0.088627 0.032960 -0.114406 0.097649 0.147367 -0.558941 -0.552323
9.300000 -0.484820 -0.476382 -0.557334 -0.456223 -0.569012 0.008438 -0.072514 0.028597 -0.084192 0.080951 0.112789 -0.702331 -0.697032
9.500000 -0.547677 -0.543740 -0.416148 -0.523240 -0.626081 0.003937 0.131529 0.024437 -0.078404 -0.127592 0.102841 -0.536481 -0.534964
9.700000 -0.245079 -0.244327 -0.152073 -0.225205 -0.270003 0.000752 0.093005 0.019873 -0.024924 -0.092253 0.044797 -0.229513 -0.229630
9.900000 -0.058499 -0.058864 -0.005908 -0.042661 -0.084667 -0.000365 0.052592 0.015838 -0.026168 -0.052957 0.042006 -0.044225 -0.045191
10.100000 -0.013891 -0.020187 0.060155 -0.001724 -0.048081 -0.006296 0.074046 0.012167 -0.034190 -0.080343 0.046357 -0.001554 -0.007586
10.300000 -0.014979 -0.021262 0.035998 -0.006320 -0.035397 -0.006283 0.050977 0.008659 -0.020417 -0.057260 0.029076 -0.004201 -0.009798
10.500000 -0.019480 -0.022240 0.009363 -0.013715 -0.039951 -0.002759 0.028843 0.005765 -0.020471 -0.031603 0.026236 -0.011501 -0.013892
10.700000 -0.014918 -0.014310 -0.017133 -0.012464 -0.011032 0.000607 -0.002215 0.002453 0.003886 0.002823 -0.001433 -0.009827 -0.008915
10.900000 -0.008718 -0.006641 -0.020226 -0.008322 -0.027209 0.002077 -0.011508 0.000396 -0.018491 0.013585 0.018887 -0.004677 -0.003143
11.100000 -0.013176 -0.012159 -0.007129 -0.017452 0.038098 0.001018 0.006047 -0.004276 0.051274 -0.005030 -0.055550 -0.006756 -0.004375
11.300000 -0.018758 -0.015765 -0.049376 -0.024187 0.064206 0.002993 -0.030617 -0.005429 0.082964 0.033611 -0.088393 -0.008353 -0.005505
11.500000 -0.009372 -0.008355 -0.018604 -0.003090 0.022355 0.001017 -0.009232 0.006282 0.031727 0.010249 -0.025446 -0.013040 -0.009860
11.700000 -0.004622 -0.007159 -0.075510 -0.008658 0.184041 -0.002537 -0.070889 -0.004036 0.188662 0.068351 -0.192698 -0.008984 -0.005627
11.900000 0.011929 -0.007526 0.000000 0.031873 0.383188 -0.019455 0.000000 0.019944 0.371259 0.000000 -0.351315 -0.007335 -0.009150
12.100000 -0.018641 -0.043860 0.000000 0.053335 0.000000 -0.025219 0.000000 0.071976 0.000000 0.000000 0.000000 0.005508 0.003483
12.300000 -0.091762 -0.110901 0.000000 -0.043376 0.000000 -0.019139 0.000000 0.048386 0.000000 0.000000 0.000000 -0.111704 -0.118215
12.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
