#HM Med_All Med_Cen Med_Sat Med_SF Med_Q Cen-All Sat-All SF-All Q-All Cen-Sat SF-Q True True_Cen
9.100000 -0.258619 -0.238818 -0.375051 -0.213576 -0.357443 0.019801 -0.116432 0.045043 -0.098824 0.136233 0.143867 -0.512432 -0.507182
9.300000 -0.438179 -0.419744 -0.545640 -0.398505 -0.509373 0.018435 -0.107461 0.039674 -0.071194 0.125897 0.110868 -0.673074 -0.668752
9.500000 -0.538538 -0.525568 -0.419987 -0.504426 -0.543476 0.012970 0.118551 0.034111 -0.004939 -0.105581 0.039050 -0.542664 -0.543570
9.700000 -0.260242 -0.252580 -0.171195 -0.231708 -0.222488 0.007662 0.089048 0.028535 0.037754 -0.081386 -0.009219 -0.243156 -0.245625
9.900000 -0.068367 -0.062337 -0.029176 -0.044762 -0.057555 0.006030 0.039191 0.023605 0.010813 -0.033161 0.012793 -0.053882 -0.056809
10.100000 -0.019466 -0.022402 0.059438 -0.000750 -0.013388 -0.002936 0.078905 0.018717 0.006078 -0.081841 0.012638 -0.008406 -0.018049
10.300000 -0.021139 -0.025963 0.028640 -0.006904 -0.021794 -0.004824 0.049778 0.014235 -0.000655 -0.054603 0.014890 -0.010010 -0.020143
10.500000 -0.026778 -0.029207 0.011091 -0.016967 -0.028832 -0.002429 0.037869 0.009811 -0.002054 -0.040297 0.011866 -0.016651 -0.022921
10.700000 -0.022631 -0.021755 0.001680 -0.017040 -0.027792 0.000876 0.024311 0.005591 -0.005161 -0.023435 0.010752 -0.014914 -0.017622
10.900000 -0.017465 -0.016515 0.009290 -0.014747 -0.021733 0.000950 0.026755 0.002718 -0.004267 -0.025805 0.006986 -0.014279 -0.016238
11.100000 -0.013619 -0.011520 -0.001805 -0.015216 0.034241 0.002099 0.011814 -0.001597 0.047860 -0.009715 -0.049457 -0.007952 -0.007679
11.300000 -0.007163 -0.005891 0.003343 -0.012614 0.046633 0.001272 0.010505 -0.005452 0.053795 -0.009234 -0.059247 -0.005158 -0.003438
11.500000 -0.009375 -0.007486 -0.051683 -0.010330 -0.012771 0.001889 -0.042308 -0.000956 -0.003396 0.044198 0.002441 -0.014416 -0.012099
11.700000 0.002494 0.007722 -0.079974 0.010429 -0.068769 0.005227 -0.082468 0.007934 -0.071264 0.087695 0.079198 -0.019847 -0.012697
11.900000 -0.002490 -0.008388 0.114369 -0.018612 0.115128 -0.005898 0.116859 -0.016122 0.117618 -0.122757 -0.133740 0.010432 0.000695
12.100000 -0.044062 -0.022612 0.000000 -0.022104 0.000000 0.021449 0.000000 0.021958 0.000000 0.000000 0.000000 -0.048552 -0.050882
12.300000 -0.090043 -0.113728 0.000000 -0.126649 0.000000 -0.023684 0.000000 -0.036606 0.000000 0.000000 0.000000 0.055429 0.032943
12.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
