#HM(0) Med_All(1) Err+(2) Err-(3) Med_Cen(4) Err+(5) Err-(6) Med_Cen_SF(7) Err+(8) Err-(9) Med_Cen_Q(10) Err+(11) Err-(12) Med_Sat(13) Err+(14) Err-(15) Med_SF(16) Err+(17) Err-(18) Med_Q(19) Err+(20) Err-(21) True_Med_All(22) Err+(23) Err-(24) True_Cen(25) Err+(26) Err-(27) True_Cen_SF(28) Err+(29) Err-(30) True_Cen_Q(31) Err+(32) Err-(33) True_Sat(34) Err+(35) Err-(36) True_SF(37) Err+(38) Err-(39) True_Q(40) Err+(41) Err-(42) 
9.100000 -4.738847 0.217418 0.159672 -4.840632 0.254565 0.171525 0.000000 0.000000 4.351631 -5.108841 5.108841 0.011942 -4.579257 0.159714 0.234733 -4.655852 4.655852 -0.043939 -4.574916 4.574916 0.345762 -4.563239 0.237323 0.189933 -4.634037 0.230439 0.214130 0.000000 0.000000 4.384830 -4.905756 4.905756 -0.008814 -4.367772 0.127759 0.251946 0.000000 0.000000 4.342359 -4.369124 4.369124 0.282843
9.300000 -4.524975 0.198819 0.145093 -4.620490 0.228845 0.155169 -4.501453 0.264108 0.194512 -4.881637 4.881637 0.013567 -4.364186 0.137250 0.208056 -4.453688 0.255580 0.193175 -4.382846 4.382846 0.309972 -4.345818 0.218026 0.172853 -4.413891 0.208581 0.198370 -4.221872 0.247437 0.292787 -4.678841 4.678841 -0.037103 -4.153179 0.114515 0.233558 -4.132425 0.201736 0.320106 -4.176645 4.176645 0.267026
9.500000 -4.311116 0.179798 0.126638 -4.400358 0.200245 0.139384 -4.298753 0.231022 0.173891 -4.654441 0.680602 0.013004 -4.149125 0.121119 0.188104 -4.251534 0.223221 0.169315 -4.190438 0.472110 0.284669 -4.128408 0.199452 0.154565 -4.193756 0.196388 0.178164 -4.032167 0.213377 0.255561 -4.451933 0.685685 -0.007635 -3.938598 0.099332 0.216352 -3.949892 0.161376 0.282052 -3.983845 0.405517 0.243337
9.700000 -4.097285 0.154096 0.107531 -4.180249 0.176184 0.125507 -4.096077 0.200487 0.153263 -4.427260 0.429937 0.019289 -3.934087 0.107333 0.165003 -4.049404 0.193536 0.145469 -3.997285 0.309232 0.261395 -3.911023 0.175960 0.138668 -3.973643 0.174374 0.158441 -3.842509 0.179667 0.227968 -4.225042 0.467245 0.004930 -3.724041 0.101168 0.201460 -3.767400 0.142231 0.242188 -3.790335 0.307902 0.241064
9.900000 -3.883512 0.132947 0.093548 -3.960186 0.151995 0.107450 -3.893447 0.166852 0.133539 -4.200113 0.397400 0.026165 -3.719100 0.087813 0.146191 -3.847315 0.160902 0.121595 -3.802645 0.304155 0.220679 -3.693691 0.155462 0.125538 -3.753577 0.156446 0.134893 -3.652908 0.170124 0.192876 -3.998184 0.432145 0.030329 -3.509539 0.102994 0.181812 -3.584913 0.132794 0.206084 -3.595397 0.294013 0.215278
10.100000 -3.669857 0.110549 0.080193 -3.740221 0.126124 0.081919 -3.690900 0.134846 0.111881 -3.973034 0.364810 0.024906 -3.504221 0.076699 0.118608 -3.645289 0.128161 0.097421 -3.605314 0.301113 0.183753 -3.476469 0.143426 0.116483 -3.533612 0.138400 0.127688 -3.463301 0.142172 0.158590 -3.771397 0.397110 0.036100 -3.295151 0.084188 0.164993 -3.402216 0.125981 0.168154 -3.397865 0.289868 0.197871
10.300000 -3.456432 0.089784 0.066698 -3.520459 0.097589 0.069672 -3.488451 0.104606 0.090385 -3.746096 0.337038 0.023889 -3.289557 0.058568 0.092187 -3.443278 0.098386 0.073927 -3.403613 0.280499 0.162967 -3.259472 0.133663 0.107617 -3.313853 0.127328 0.118296 -3.273304 0.121644 0.126398 -3.544754 0.359037 0.038765 -3.080997 0.089307 0.154152 -3.218542 0.118839 0.138638 -3.196105 0.271740 0.184146
10.500000 -3.243387 0.068361 0.047929 -3.301104 0.073868 0.054458 -3.285892 0.076229 0.067029 -3.519421 0.320009 0.040731 -3.075240 0.043091 0.074767 -3.240872 0.074811 0.060059 -3.195623 0.256442 0.141663 -3.042919 0.134030 0.100975 -3.094516 0.127779 0.108883 -3.081613 0.115391 0.122952 -3.318378 0.320739 0.046967 -2.867243 0.090364 0.141461 -3.031837 0.124153 0.121360 -2.988249 0.253656 0.173070
10.700000 -3.030583 0.051543 0.033926 -3.082417 0.054437 0.039737 -3.082071 0.055269 0.044964 -3.293086 0.275364 0.030053 -2.861050 0.034729 0.062202 -3.036467 0.054699 0.035488 -2.979850 0.226531 0.149920 -2.827044 0.125942 0.112417 -2.875929 0.117493 0.114962 -2.884911 0.128524 0.119680 -3.092339 0.288656 0.051675 -2.653790 0.088365 0.133484 -2.837766 0.127194 0.115903 -2.772851 0.224938 0.172369
10.900000 -2.816250 0.042669 0.027233 -2.864062 0.041164 0.028294 -2.873278 0.038025 0.027269 -3.066530 0.243786 0.037481 -2.645044 0.034728 0.045691 -2.825774 0.043754 0.024762 -2.756382 0.185589 0.151554 -2.611246 0.126132 0.109685 -2.658022 0.113495 0.115137 -2.676819 0.119553 0.113896 -2.866029 0.262198 0.068479 -2.438944 0.096462 0.125709 -2.629289 0.124736 0.105778 -2.550031 0.180747 0.196618
