#HM Med_All Med_Cen Med_Sat Med_SF Med_Q Cen-All Sat-All SF-All Q-All Cen-Sat SF-Q True True_Cen
9.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
9.300000 -0.318183 -0.203661 -0.572190 -0.386643 -0.049021 0.000000 -0.254007 0.000000 0.269162 0.368529 -0.337622 -0.405324 -0.432674
9.500000 -0.517571 -0.411552 -0.757328 -0.577359 -0.277241 0.106018 -0.239757 -0.059788 0.240330 0.345776 -0.300117 -0.610023 -0.632205
9.700000 -0.694570 -0.601485 -0.833410 -0.752136 -0.426963 0.093085 -0.138840 -0.057566 0.267607 0.231925 -0.325173 -0.746302 -0.773128
9.900000 -0.267480 -0.210192 -0.252182 -0.319485 -0.042077 0.057287 0.015297 -0.052006 0.225403 0.041990 -0.277408 -0.205501 -0.248842
10.100000 -0.033029 0.013012 -0.052143 -0.067353 0.121371 0.046041 -0.019114 -0.034324 0.154400 0.065155 -0.188724 0.019273 -0.021531
10.300000 0.002243 0.036736 -0.026958 -0.024063 0.127426 0.034494 -0.029201 -0.026306 0.125183 0.063695 -0.151489 0.048937 0.010099
10.500000 -0.005834 0.017045 -0.026477 -0.024806 0.088106 0.022879 -0.020643 -0.018972 0.093940 0.043522 -0.112913 0.035385 -0.001083
10.700000 -0.019269 -0.011958 -0.009522 -0.033513 0.045940 0.007310 0.009746 -0.014244 0.065209 -0.002436 -0.079453 0.016423 -0.021649
10.900000 -0.022028 -0.033522 0.020831 -0.035707 0.011516 -0.011494 0.042860 -0.013679 0.033545 -0.054353 -0.047223 0.009291 -0.034792
11.100000 -0.017302 -0.035801 0.021402 -0.031136 -0.027297 -0.018499 0.038704 -0.013834 -0.009996 -0.057203 -0.003838 0.010891 -0.027865
11.300000 -0.008885 -0.020048 0.030927 -0.023544 -0.049537 -0.011163 0.039813 -0.014659 -0.040652 -0.050975 0.025993 0.018725 -0.002684
11.500000 -0.004769 -0.009992 0.030755 -0.016200 -0.045282 -0.005223 0.035524 -0.011431 -0.040513 -0.040747 0.029082 0.017661 0.013990
11.700000 -0.017316 -0.019065 0.015125 -0.021961 -0.025735 -0.001749 0.032441 -0.004645 -0.008419 -0.034190 0.003774 -0.004150 0.003056
11.900000 -0.030729 -0.033110 -0.002004 -0.030214 -0.003818 -0.002381 0.028725 0.000515 0.026911 -0.031106 -0.026396 -0.023037 -0.021016
12.100000 -0.026398 -0.030417 -0.002700 -0.030596 0.013103 -0.004020 0.023697 -0.004198 0.039500 -0.027717 -0.043698 -0.014346 -0.026341
12.300000 -0.010250 -0.014872 -0.000927 -0.019702 0.008332 -0.004622 0.009323 -0.009451 0.018583 -0.013945 -0.028034 0.009481 -0.012892
12.500000 -0.005270 -0.010376 -0.006849 -0.018941 -0.011551 -0.005106 -0.001580 -0.013672 -0.006281 -0.003526 -0.007390 0.023736 0.000890
12.700000 -0.008213 -0.016657 -0.019843 -0.017362 -0.025751 -0.008444 -0.011630 -0.009148 -0.017538 0.003186 0.008390 0.013333 -0.005374
12.900000 -0.010643 -0.020571 -0.017308 -0.000575 -0.027291 -0.009929 -0.006665 0.010067 -0.016649 -0.003263 0.026716 0.003379 -0.009579
13.100000 -0.007848 -0.019489 -0.012964 -0.020303 -0.012941 -0.011641 -0.005117 -0.012455 -0.005094 -0.006524 -0.007362 -0.001034 -0.010061
13.300000 -0.014006 -0.022606 0.006752 -0.006417 -0.008714 -0.008600 0.020759 0.007589 0.005292 -0.029359 0.002297 -0.001451 -0.009333
13.500000 -0.007236 -0.007542 -0.016073 -0.026593 0.006555 -0.000306 -0.008837 -0.019356 0.013792 0.008531 -0.033148 0.004144 0.002501
13.700000 -0.019737 -0.020258 -0.052728 -0.031212 -0.009030 -0.000521 -0.032990 -0.011475 0.010708 0.032470 -0.022182 -0.010758 -0.010535
13.900000 0.005274 0.013056 -0.025168 -0.010344 0.018159 0.007781 -0.030442 -0.015619 0.012884 0.038224 -0.028503 0.008538 0.025443
14.100000 -0.020221 -0.022121 0.062314 0.047653 -0.014261 -0.001900 0.082536 0.067875 0.005960 -0.084435 0.061915 -0.019917 -0.020345
14.300000 -0.004526 0.016678 -0.215243 -0.083609 0.006755 0.021204 -0.210717 -0.079083 0.011281 0.231921 -0.090363 -0.010936 0.001320
14.500000 -0.004261 -0.007828 0.000000 0.000000 0.008553 -0.003567 0.000000 0.000000 0.012813 0.000000 0.000000 -0.004546 0.001738
14.700000 0.023923 0.021532 0.000000 0.000000 0.028023 0.000000 0.000000 0.000000 0.004101 0.000000 0.000000 0.036510 0.041342
14.900000 0.038181 0.043353 0.000000 0.000000 0.057331 0.005172 0.000000 0.000000 0.019150 0.000000 0.000000 0.162492 0.176127
15.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
