#HM Cen_All Sat_All SF_All Q_All Cen_Sat SF_Q
9.100000 -0.101785 0.055041 0.020624 0.159590 0.037568 0.151447 0.082995 0.078254 0.082995 0.163931 0.104389 0.360626 -0.261375 0.168992 0.019442 -0.080936 0.337048 -0.080936
9.300000 -0.095515 0.048623 0.017204 0.160789 0.025705 0.139784 0.071287 0.090791 0.066770 0.142128 0.070755 0.325264 -0.256304 0.152227 0.019237 -0.070841 0.344941 0.104295
9.500000 -0.089242 0.042655 0.014695 0.161992 0.016682 0.124605 0.059582 0.078305 0.056942 0.120678 0.344193 0.291429 -0.251234 0.137956 0.016683 -0.061096 0.304754 0.318645
9.700000 -0.082963 0.035851 0.014785 0.163198 0.015852 0.108714 0.047882 0.065444 0.048079 0.100000 0.356378 0.262896 -0.246161 0.121392 0.011939 -0.052118 0.279181 0.354410
9.900000 -0.076674 0.030886 0.012780 0.164412 0.016229 0.091711 0.036197 0.051438 0.039679 0.080867 0.335145 0.229452 -0.241086 0.104096 0.008965 -0.044670 0.239235 0.337158
10.100000 -0.070364 0.024971 0.012770 0.165636 0.014617 0.080516 0.024568 0.037699 0.030602 0.064543 0.314092 0.202058 -0.236000 0.090927 0.010785 -0.039975 0.214361 0.309676
10.300000 -0.064027 0.019059 0.012503 0.166875 0.009126 0.070886 0.013155 0.025019 0.021991 0.052820 0.278536 0.171544 -0.230902 0.081400 0.005929 -0.039665 0.175297 0.282852
10.500000 -0.057717 0.013365 0.011642 0.168147 0.007233 0.062514 0.002515 0.015093 0.015183 0.047764 0.236287 0.167293 -0.225864 0.067135 0.009641 -0.045249 0.174820 0.246789
10.700000 -0.051834 0.008985 0.010554 0.169533 0.009947 0.053036 -0.005885 0.009413 0.009832 0.050733 0.205533 0.164068 -0.221367 0.057277 0.019006 -0.056617 0.163970 0.206870
10.900000 -0.047812 0.007419 0.010256 0.171206 0.019482 0.048200 -0.009524 0.011050 0.010082 0.059868 0.172662 0.168468 -0.219018 0.050926 0.026850 -0.069393 0.172334 0.176029
11.100000 -0.048305 0.006370 0.011565 0.172873 0.027391 0.043924 -0.006660 0.014770 0.011147 0.065778 0.136020 0.168448 -0.221178 0.048822 0.035508 -0.072437 0.176462 0.139490
11.300000 -0.053846 0.010181 0.009813 0.171484 0.026836 0.042455 0.000019 0.019201 0.011025 0.049459 0.096823 0.150562 -0.225330 0.049544 0.033881 -0.049440 0.162853 0.103402
11.500000 -0.056627 0.013785 0.006590 0.158419 0.021929 0.038903 0.004489 0.016941 0.011925 -0.006770 0.078123 0.102852 -0.215046 0.047854 0.025994 0.011260 0.109686 0.082297
11.700000 -0.044355 0.011076 0.008379 0.123251 0.015203 0.041986 0.008774 0.010770 0.014755 -0.092919 0.082613 0.038587 -0.167606 0.048857 0.018714 0.101693 0.036289 0.084686
11.900000 -0.019111 0.006865 0.014745 0.067793 0.014446 0.031080 0.028897 0.000070 0.026291 -0.159599 0.102030 0.008341 -0.086904 0.033221 0.021024 0.188496 -0.002443 0.113554
12.100000 -0.000373 0.004642 0.013495 0.013726 0.016576 0.012803 0.073868 -0.006889 0.043151 -0.156119 0.094601 -0.002654 -0.014099 0.012503 0.024353 0.229987 -0.021780 0.130009
12.300000 0.002272 0.008470 0.005674 -0.015837 0.030184 0.003743 0.121805 -0.001815 0.063659 -0.085692 0.057255 0.005478 0.018109 0.006080 0.028776 0.207497 -0.014420 0.109062
12.500000 0.000289 0.011578 0.003128 -0.020709 0.037168 -0.000399 0.137817 0.009309 0.068510 -0.002485 0.014603 0.023661 0.020998 0.007004 0.034933 0.140301 0.022311 0.072066
12.700000 0.003879 0.006809 0.006086 -0.018781 0.036333 -0.000374 0.112977 0.018211 0.059696 0.045497 -0.000357 0.049563 0.022661 0.003746 0.038727 0.067480 0.055499 0.041200
12.900000 0.010299 0.001112 0.011134 -0.023708 0.034846 0.001386 0.068847 0.020415 0.044367 0.051200 0.005254 0.053341 0.034008 0.001420 0.042696 0.017647 0.060878 0.031512
13.100000 0.014388 -0.000522 0.013384 -0.036873 0.033389 0.003685 0.029805 0.021700 0.032349 0.034018 0.019299 0.037125 0.051261 0.002343 0.041005 -0.004213 0.045905 0.032428
13.300000 0.015517 -0.001330 0.012388 -0.054278 0.032006 0.007874 0.004640 0.023905 0.026315 0.013459 0.028092 0.019407 0.069795 0.006765 0.042482 -0.008818 0.028538 0.037013
13.500000 0.015196 -0.000883 0.010603 -0.072877 0.035552 0.014321 -0.009842 0.030997 0.027092 -0.000929 0.028161 0.005546 0.088073 0.011790 0.042675 -0.008913 0.021909 0.040441
13.700000 0.014460 0.000270 0.008738 -0.091557 0.041074 0.023503 -0.019143 0.040586 0.027865 -0.007157 0.024476 0.001260 0.106016 0.019632 0.045343 -0.011987 0.034882 0.044566
13.900000 0.013651 0.002274 0.008230 -0.110119 0.044644 0.030051 -0.026649 0.055229 0.033390 -0.006496 0.020527 0.013153 0.123770 0.026597 0.050566 -0.020153 0.053260 0.042588
