#HM Med_All Med_Cen Med_Sat Med_SF Med_Q Cen-All Sat-All SF-All Q-All Cen-Sat SF-Q True True_Cen
9.100000 -0.142377 -0.097673 -0.313636 -0.078751 -0.226775 0.044703 -0.171259 0.000000 -0.084398 0.215962 0.148025 -0.391113 -0.383069
9.300000 -0.318543 -0.276863 -0.478820 -0.261611 -0.379260 0.041680 -0.160276 0.056932 -0.060717 0.201957 0.117649 -0.567930 -0.559826
9.500000 -0.486780 -0.451195 -0.477679 -0.436681 -0.481657 0.035585 0.009101 0.050099 0.005124 0.026485 0.044975 -0.616048 -0.616016
9.700000 -0.310188 -0.288450 -0.225209 -0.267254 -0.191828 0.021737 0.084979 0.042934 0.118360 -0.063242 -0.075426 -0.288902 -0.294175
9.900000 -0.081792 -0.060813 -0.081647 -0.044974 -0.064776 0.020979 0.000145 0.036818 0.017016 0.020834 0.019802 -0.066562 -0.069491
10.100000 -0.030572 -0.019449 0.005386 -0.000326 -0.005557 0.011123 0.035958 0.030246 0.025016 -0.024835 0.005231 -0.018779 -0.027462
10.300000 -0.022876 -0.023704 0.018195 0.001370 -0.013699 -0.000828 0.041072 0.024246 0.009177 -0.041900 0.015069 -0.013308 -0.030266
10.500000 -0.035722 -0.033924 -0.006052 -0.017608 -0.026109 0.001797 0.029670 0.018114 0.009613 -0.027873 0.008501 -0.026724 -0.037462
10.700000 -0.037698 -0.034879 0.001891 -0.025250 -0.039740 0.002819 0.039588 0.012448 -0.002042 -0.036770 0.014490 -0.030205 -0.037475
10.900000 -0.033215 -0.030145 0.007511 -0.025815 -0.020531 0.003070 0.040726 0.007401 0.012684 -0.037655 -0.005283 -0.024470 -0.028831
11.100000 -0.029406 -0.026862 0.007150 -0.027111 -0.016191 0.002543 0.036556 0.002295 0.013215 -0.034012 -0.010921 -0.024767 -0.026944
11.300000 -0.030243 -0.026479 0.002844 -0.031884 -0.019580 0.003765 0.033087 -0.001641 0.010664 -0.029322 -0.012304 -0.022663 -0.021981
11.500000 -0.025148 -0.022323 -0.000531 -0.027601 -0.003567 0.002825 0.024617 -0.002453 0.021582 -0.021791 -0.024035 -0.021883 -0.019446
11.700000 -0.024645 -0.022119 -0.028852 -0.029507 0.003158 0.002526 -0.004207 -0.004863 0.027802 0.006733 -0.032665 -0.016948 -0.012914
11.900000 0.002196 -0.000614 0.009735 0.004880 -0.011229 -0.002810 0.007538 0.002684 -0.013425 -0.010348 0.016109 0.002897 0.003855
12.100000 -0.037309 -0.032522 -0.006805 -0.024416 -0.126086 0.004787 0.030504 0.012893 -0.088777 -0.025717 0.101669 -0.018605 -0.021622
12.300000 -0.032120 -0.035509 0.000000 -0.034503 -0.053700 -0.003389 0.000000 -0.002383 -0.021580 0.000000 0.019197 -0.015630 -0.024596
12.500000 -0.047309 -0.005448 0.000000 -0.089145 -0.176010 0.041862 0.000000 -0.041836 -0.128701 0.000000 0.086866 -0.057596 -0.047650
12.700000 -0.002415 -0.012159 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.010545 0.014936
12.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
