#HM(0) Med_All(1) Err+(2) Err-(3) Med_Cen(4) Err+(5) Err-(6) Med_Cen_SF(7) Err+(8) Err-(9) Med_Cen_Q(10) Err+(11) Err-(12) Med_Sat(13) Err+(14) Err-(15) Med_SF(16) Err+(17) Err-(18) Med_Q(19) Err+(20) Err-(21) True_Med_All(22) Err+(23) Err-(24) True_Cen(25) Err+(26) Err-(27) True_Cen_SF(28) Err+(29) Err-(30) True_Cen_Q(31) Err+(32) Err-(33) True_Sat(34) Err+(35) Err-(36) True_SF(37) Err+(38) Err-(39) True_Q(40) Err+(41) Err-(42) 
9.100000 -3.942091 0.518666 0.521399 -3.895200 0.469069 0.605106 -3.930906 0.486028 0.572803 -4.140342 0.956888 0.701144 -4.006040 0.487463 0.664578 -3.885744 0.419079 0.577636 -3.695911 0.452253 1.234882 -3.666560 0.548427 0.668763 -3.694946 0.595836 0.636000 -3.629580 0.483679 0.663826 -3.824357 0.980701 0.710807 -3.692078 0.427823 0.660958 -3.659594 0.496912 0.628474 -3.398478 0.479817 1.126809
9.300000 -3.733353 0.443321 0.480493 -3.691063 0.403544 0.554636 -3.722503 0.417060 0.512678 -3.931329 0.908497 0.645227 -3.789635 0.449836 0.599743 -3.682196 0.375722 0.539570 -3.543075 0.454293 1.074666 -3.456228 0.480427 0.621031 -3.481694 0.519777 0.552721 -3.422301 0.413781 0.595486 -3.616911 0.925991 0.648978 -3.479964 0.389219 0.592712 -3.449092 0.430810 0.564716 -3.245778 0.434585 1.009778
9.500000 -3.524616 0.395014 0.427849 -3.486926 0.344607 0.488100 -3.514100 0.374034 0.459530 -3.722316 0.742120 0.606859 -3.573230 0.366945 0.549057 -3.478647 0.320034 0.490260 -3.390238 0.333839 0.984216 -3.245895 0.419310 0.550889 -3.268442 0.441857 0.506606 -3.215023 0.359388 0.540306 -3.409465 0.743117 0.607920 -3.267850 0.350575 0.535025 -3.238590 0.380624 0.506568 -3.093079 0.311378 0.901736
9.700000 -3.315879 0.323371 0.381284 -3.282789 0.291351 0.434844 -3.305697 0.309788 0.399443 -3.513303 0.599174 0.545235 -3.356825 0.327830 0.469133 -3.275100 0.270512 0.418437 -3.237402 0.303336 0.877171 -3.035563 0.356907 0.499531 -3.055191 0.377835 0.461123 -3.007744 0.329462 0.473370 -3.202019 0.625484 0.562425 -3.055737 0.291452 0.478787 -3.028089 0.334309 0.463733 -2.940380 0.271379 0.780169
9.900000 -3.107142 0.281176 0.340231 -3.078652 0.250055 0.378477 -3.097295 0.266610 0.325441 -3.304291 0.521692 0.492976 -3.140421 0.245111 0.396625 -3.071553 0.237846 0.352607 -3.084566 0.252202 0.730191 -2.825231 0.307792 0.434535 -2.841939 0.328004 0.389583 -2.800466 0.284345 0.435602 -2.994574 0.553217 0.535040 -2.843623 0.264423 0.439693 -2.817586 0.294563 0.412756 -2.787681 0.250100 0.708891
10.100000 -2.898406 0.204862 0.303221 -2.874516 0.181619 0.322379 -2.888894 0.198849 0.280170 -3.095280 0.481057 0.443872 -2.924017 0.207686 0.356703 -2.868008 0.184508 0.313859 -2.931730 0.282565 0.603476 -2.614900 0.269273 0.371104 -2.628688 0.281493 0.349922 -2.593188 0.249176 0.377959 -2.787132 0.511613 0.425891 -2.631510 0.255701 0.385427 -2.607084 0.260228 0.362338 -2.634982 0.264667 0.600402
10.300000 -2.689674 0.156826 0.255147 -2.670382 0.150474 0.279870 -2.680499 0.160605 0.249939 -2.886275 0.571472 0.368652 -2.707618 0.143852 0.290517 -2.664474 0.144630 0.265882 -2.778895 0.304100 0.481035 -2.404571 0.217257 0.348962 -2.415438 0.221534 0.326726 -2.385911 0.224329 0.343263 -2.579700 0.505559 0.386734 -2.419400 0.215632 0.346214 -2.396581 0.236511 0.331643 -2.482284 0.284639 0.474341
10.500000 -2.480956 0.129232 0.239906 -2.466260 0.116030 0.256405 -2.472124 0.132705 0.230138 -2.677286 0.558677 0.319925 -2.491237 0.112257 0.258911 -2.460969 0.123052 0.237469 -2.626062 0.459316 0.394199 -2.194253 0.187480 0.325696 -2.202194 0.202758 0.304824 -2.178642 0.211103 0.309990 -2.372300 0.502204 0.391985 -2.207305 0.175787 0.308526 -2.186081 0.216070 0.322237 -2.329587 0.440008 0.424990
10.700000 -2.272291 0.126732 0.247726 -2.262177 0.111774 0.255537 -2.263823 0.133005 0.232784 -2.468349 2.468349 0.333395 -2.274932 0.107912 0.263588 -2.257564 0.128726 0.243832 -2.473231 2.473231 0.323232 -1.983973 0.176958 0.309176 -1.988975 0.176932 0.303896 -1.971413 0.182492 0.310018 -2.165014 2.165014 0.359106 -1.995277 0.173228 0.308543 -1.975604 0.180027 0.308387 -2.176892 2.176892 0.374316
10.900000 -2.063818 0.113303 0.261669 -2.058239 0.109540 0.263244 -2.055795 0.117083 0.258313 -2.259575 2.259575 0.406578 -2.058953 0.112009 0.275458 -2.054483 0.119788 0.257151 -2.320405 2.320405 0.333269 -1.773837 0.154568 0.326038 -1.775858 0.158594 0.320136 -1.764391 0.161764 0.302119 -1.958109 1.958109 0.448563 -1.783555 0.143167 0.290909 -1.765260 0.162122 0.298246 -2.024202 2.024202 0.356912
