#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00758098 0 0 0.0178807 0 0 8.625 8.875
9.00 0.0129854 0 0 0.0264319 0 0 8.875 9.125
9.25 0.053007 0 0 0.0516297 0 0 9.125 9.375
9.50 0.180447 8.04946e-08 0 0.0957365 4.09782e-07 0 9.375 9.625
9.75 0.358064 1.12692e-06 5.71512e-06 0.127537 2.75671e-06 1.39177e-05 9.625 9.875
10.00 0.333472 1.63404e-05 8.05751e-05 0.156187 4.13358e-05 0.000203937 9.875 10.125
10.25 0.221107 0.000151088 0.000810581 0.207114 0.000541434 0.00291742 10.125 10.375
10.50 0.138084 0.000416721 0.0023671 0.275526 0.0021798 0.0126359 10.375 10.625
10.75 0.0830495 0.000320771 0.00197123 0.307275 0.00266528 0.016842 10.625 10.875
11.00 0.046026 0.000141027 0.00085936 0.288195 0.00217438 0.0135431 10.875 11.125
11.25 0.0251065 6.39127e-05 0.000382671 0.261517 0.00187516 0.0114301 11.125 11.375
11.50 0.0136258 2.81731e-05 0.000168314 0.232531 0.00158356 0.00959881 11.375 11.625
11.75 0.00729128 1.11887e-05 7.22036e-05 0.207582 0.00121413 0.00792558 11.625 11.875
12.00 0.00379041 5.07116e-06 2.80926e-05 0.186583 0.00108682 0.00607365 11.875 12.125
12.25 0.0019173 1.4489e-06 1.07058e-05 0.156598 0.000636876 0.00473581 12.125 12.375
12.50 0.000932932 5.63462e-07 3.38077e-06 0.135289 0.000521943 0.00314495 12.375 12.625
12.75 0.000429761 0 9.65935e-07 0.112193 0 0.00199994 12.625 12.875
13.00 0.000180388 0 8.04946e-08 0.0905846 0 0.00040599 12.875 13.125
13.25 7.07547e-05 0 8.04946e-08 0.0546075 0 0.00107675 13.125 13.375
13.50 2.35044e-05 0 8.04946e-08 0.0513699 0 0.0032599 13.375 13.625
13.75 6.11759e-06 0 0 0.0131579 0 0 13.625 13.875
14.00 1.04643e-06 0 0 0 0 0 13.875 14.125
14.25 8.04946e-08 0 0 0 0 0 14.125 14.375
14.50 0 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
